Animal,Corte,Grupo,Region,Foreground.pixels.by.hull.area,Hull.Area,Diameter.of.Bounding.Circle,Mean.Radius,Cell.Area,Cell.Perimeter,Solidity,Round,Circularity,Hull.void.area,Branches,Junctions,End.point.voxels,Triple.points,Quadruple.points,Average.branch.length,Maximum.branch.length,D,Lacunarity
AS4,1,AS,CA3,0.4185,2681,90.1388,38.9756,1122,412.014,0.397,0.51,0.083,1559,18,8,10,6,2,12.923,28.556,212,1759
AS4,1,AS,CA3,1.0724,221,18.7131,8.9109,237,58.527,0.928,0.898,0.869,-16,1,0,2,0,0,11.243,11.243,252,143
AS4,1,AS,CA3,0.6322,677,46.6688,21.1421,428,145.338,0.572,0.294,0.255,249,9,4,6,4,0,8.698,13.657,287,939
AS4,1,AS,CA3,0.5796,685,65.2993,27.3526,397,197.563,0.505,0.155,0.128,288,7,3,4,2,1,14.924,28.971,15,1111
AS4,1,AS,CA3,0.8968,717,44.0454,18.8531,643,119.196,0.812,0.448,0.569,74,3,1,3,1,0,13.761,27.627,623,828
AS4,1,AS,CA3,0.7345,1582,70.2193,30.9649,1162,220.593,0.688,0.397,0.3,420,5,2,4,2,0,20.694,58.355,976,728
AS4,1,AS,CA3,0.5949,869,50.448,22.0118,517,192.693,0.546,0.408,0.175,352,5,2,4,2,0,16.437,39.627,354,888
AS4,1,AS,CA3,0.502,1512,60.8714,26.8599,759,253.362,0.469,0.751,0.149,753,11,5,7,5,0,12.435,29.971,623,1237
AS4,2,AS,CA3,0.3879,4468,91.022,42.2248,1733,568.867,0.375,0.692,0.067,2735,37,19,15,17,2,9.292,23.971,608,1509
AS4,2,AS,CA3,0.3303,6451,109.5111,52.8859,2131,710.833,0.32,0.711,0.053,4320,41,19,21,15,4,10.314,47.728,350,1672
AS4,2,AS,CA3,0.5128,4405,92.5371,42.0883,2259,716.306,0.496,0.679,0.055,2146,32,14,15,10,2,14.496,55.042,1612,617
AS4,2,AS,CA3,0.9387,751,51.2445,18.1699,705,130.125,0.855,0.419,0.523,46,3,1,3,1,0,19.909,46.899,1439,80
AS4,2,AS,CA3,0.8859,377,41.2311,16.3864,334,98.669,0.763,0.232,0.431,43,1,0,2,0,0,42.213,42.213,1656,207
AS4,2,AS,CA3,0.5334,1719,61.6341,29.1183,917,296.233,0.502,0.514,0.131,802,14,5,10,2,3,12.417,24.485,621,1693
AS4,2,AS,CA3,0.55,2382,66.2782,30.9162,1310,325.546,0.525,0.764,0.155,1072,15,7,9,7,0,13.266,23.728,998,1499
AS4,2,AS,CA3,0.7769,605,43.9735,20.6939,470,117.882,0.697,0.293,0.425,135,3,1,2,0,1,13.876,39.627,471,600
AS4,2,AS,CA3,0.8652,868,49.4004,19.6905,751,134.853,0.795,0.42,0.519,117,5,2,4,2,0,12.54,23.728,996,438
AS4,2,AS,CA3,0.5945,1174,58.6686,25.1432,698,202.35,0.555,0.542,0.214,476,7,3,5,3,0,13.963,40.385,544,1224
AS4,2,AS,CA3,0.6822,535,38.3275,16.9357,365,133.681,0.614,0.373,0.257,170,6,2,5,1,1,12.845,20.307,1087,650
AS4,2,AS,CA3,0.3079,5433,100.6746,47.5868,1673,602.08,0.298,0.607,0.058,3760,33,16,17,15,1,11.197,22.899,344,1757
AS4,2,AS,CA3,0.7749,804,50.3289,19.8797,623,152.167,0.706,0.334,0.338,181,5,2,4,2,0,12.837,28.385,947,430
AS4,2,AS,CA3,0.5159,1696,68.2495,30.5747,875,311.789,0.483,0.351,0.113,821,22,9,14,7,1,9.446,23.556,632,1591
AS4,2,AS,CA3,0.8481,349,33.6006,14.083,296,91.983,0.739,0.423,0.44,53,3,1,3,1,0,14.209,25.728,423,958
AS4,3,AS,CA3,0.3655,4066,114.8216,52.6183,1486,388.517,0.349,0.488,0.124,2580,7,3,5,3,0,28.477,103.497,77,1459
AS4,3,AS,CA3,0.9652,345,26.1485,11.9469,333,79.74,0.851,0.641,0.658,12,3,1,3,1,0,9.519,11.243,812,479
AS4,3,AS,CA3,0.7926,651,40.7185,16.8808,516,128.51,0.728,0.532,0.393,135,7,3,5,3,0,10.145,22.071,630,875
AS4,3,AS,CA3,0.7364,971,48.1041,21.1154,715,173.38,0.682,0.482,0.299,256,11,5,6,4,1,10.157,26.485,475,1009
AS4,3,AS,CA3,0.9902,511,29.619,13.6104,506,88.326,0.898,0.82,0.815,5,3,1,3,1,0,9.633,11.828,1007,211
AS4,3,AS,CA3,0.3862,1551,57.5448,28.0613,599,241.563,0.361,0.893,0.129,952,9,4,5,3,1,15.385,27.485,32,1667
AS4,3,AS,CA3,1.0201,348,25.5539,11.2026,355,75.012,0.904,0.816,0.793,-7,3,1,3,1,0,6.243,12.071,1675,99
AS4,3,AS,CA3,0.4015,2274,81.3941,35.0973,913,317.747,0.38,0.728,0.114,1361,11,4,8,3,0,16.029,38.556,126,787
AS4,3,AS,CA3,0.5437,1626,63.1797,27.008,884,240.836,0.507,0.463,0.192,742,9,4,6,4,0,15.301,29.142,173,1715
AS4,3,AS,CA3,0.6908,676,49.2544,21.575,467,137.681,0.624,0.318,0.31,209,4,1,4,0,1,16.044,40.799,628,683
AS4,3,AS,CA3,0.6051,1593,74.4043,31.804,964,248.492,0.568,0.452,0.196,629,6,3,3,3,0,21.814,39.799,361,1207
AS4,3,AS,CA3,0.329,3930,112.5704,54.8484,1293,425.529,0.315,0.577,0.09,2637,21,10,12,10,0,11.86,45.87,70,1760
AS4,3,AS,CA3,0.899,515,38.5876,14.1409,463,102.468,0.809,0.592,0.554,52,3,1,3,1,0,15.566,19.142,524,632
AS4,3,AS,CA3,0.8799,658,38.933,17.38,579,116.953,0.801,0.58,0.532,79,4,2,2,2,0,15.442,25.142,1032,423
AS4,3,AS,CA3,0.878,885,43.0116,17.9036,777,130.953,0.812,0.721,0.569,108,4,1,4,0,1,18.562,28.728,1275,271
AS4,4,AS,CA3,0.5165,2854,83.101,38.8999,1474,331.304,0.492,0.626,0.169,1380,17,8,10,8,0,11.959,42.627,667,1548
AS4,4,AS,CA3,0.685,1238,66.6108,26.8921,848,185.823,0.633,0.363,0.309,390,3,1,3,1,0,25.533,64.941,1002,714
AS4,4,AS,CA3,0.4511,3795,110.1681,44.9021,1712,537.21,0.432,0.292,0.075,2083,30,14,16,12,2,11.042,25.721,802,1120
AS4,4,AS,CA3,0.4392,2894,95.2216,41.6527,1271,387.144,0.417,0.308,0.107,1623,23,11,13,11,0,9.895,24.314,196,1468
AS4,4,AS,CA3,0.5282,2005,78.6251,34.8169,1059,331.931,0.496,0.387,0.121,946,18,9,9,9,0,11.12,22.485,265,1534
AS4,4,AS,CA3,0.7918,1297,55.8222,25.888,1027,187.522,0.733,0.767,0.367,270,3,1,3,1,0,28.142,33.728,875,948
AS4,4,AS,CA3,0.9465,449,34.4335,14.6114,425,94.811,0.842,0.609,0.594,24,1,0,2,0,0,37.556,37.556,925,625
AS4,4,AS,CA3,0.8514,976,46.3897,19.3857,831,145.681,0.785,0.623,0.492,145,3,1,3,1,0,18.185,33.314,888,659
AS4,4,AS,CA3,0.5,3092,84.9243,39.4072,1546,448.056,0.478,0.711,0.097,1546,27,14,11,13,1,10.773,25.314,668,1759
AS4,4,AS,CA3,0.6109,1010,58.2409,22.6748,617,199.765,0.564,0.423,0.194,393,8,2,7,0,1,14.667,37.792,647,717
AS4,4,AS,CA3,0.577,3650,90.4045,38.6625,2106,606.222,0.553,0.563,0.072,1544,39,18,21,16,1,10.311,29.314,1428,1149
AS4,4,AS,CA3,0.9341,774,45,18.3164,723,120.468,0.858,0.584,0.626,51,1,0,2,0,0,42.284,42.284,1166,529
AS4,4,AS,CA3,1.0442,362,23.5854,11.1672,378,74.426,0.934,0.851,0.858,-16,1,0,2,0,0,5.414,5.414,1526,93
AS4,4,AS,CA3,0.6341,716,46.6,21.3518,454,138.024,0.574,0.559,0.299,262,5,2,4,2,0,13.823,17.728,45,1341
AS4,4,AS,CA3,0.6114,1652,60.5502,28.1695,1010,220.593,0.575,0.669,0.261,642,5,2,4,2,0,22.376,47.284,399,1347
AS4,1,AS,GD,0.4333,1971,66.7608,29.9895,854,341.588,0.41,0.653,0.092,1117,25,13,11,13,0,8.485,31.385,529,1334
AS4,1,AS,GD,0.8144,905,49.6488,20.4852,737,143.581,0.759,0.613,0.449,168,4,1,4,0,1,17.819,31.062,974,624
AS4,1,AS,GD,0.8004,451,34.7131,15.3374,361,103.882,0.72,0.414,0.42,90,7,3,5,3,0,7.1,12.899,1004,216
AS4,1,AS,GD,0.4788,2151,70.839,33.2681,1030,275.12,0.455,0.723,0.171,1121,9,4,6,4,0,14.665,27.899,506,1286
AS4,1,AS,GD,0.6991,781,45.1974,21.2336,546,133.539,0.646,0.37,0.385,235,3,1,3,1,0,21.371,42.556,980,297
AS4,1,AS,GD,0.6346,2061,66.5415,29.6814,1308,274.191,0.602,0.659,0.219,753,16,7,10,6,1,10.498,29.627,1019,1025
AS4,1,AS,GD,0.9091,616,37.1645,16.077,560,106.811,0.822,0.607,0.617,56,5,2,4,2,0,11.071,20.142,867,411
AS4,1,AS,GD,0.7152,1299,46.736,21.939,929,266.777,0.671,0.749,0.164,370,12,5,8,4,1,12.016,27.728,1461,479
AS4,1,AS,GD,0.924,816,59.061,24.4348,754,142.995,0.836,0.253,0.463,62,1,0,2,0,0,51.527,51.527,572,766
AS4,1,AS,GD,0.6459,2005,70.7107,29.6024,1295,268.25,0.612,0.472,0.226,710,11,4,8,2,2,15.021,28.485,1046,1050
AS4,1,AS,GD,0.8519,1080,52.1536,20.8273,920,150.267,0.794,0.674,0.512,160,3,1,3,1,0,22.614,31.385,1366,375
AS4,1,AS,GD,0.9497,1053,60.4649,22.3841,1000,146.368,0.878,0.351,0.587,53,1,0,2,0,0,53.527,53.527,1296,413
AS4,1,AS,GD,0.7993,1186,65,26.4644,948,178.066,0.737,0.321,0.376,238,3,1,3,1,0,27.176,49.385,1132,467
AS4,1,AS,GD,0.4928,2833,93.5094,41.0108,1396,377.831,0.47,0.507,0.123,1437,13,6,8,6,0,15.307,35.456,480,1016
AS4,1,AS,GD,0.3759,6387,158.1139,66.1503,2401,514.357,0.362,0.247,0.114,3986,14,6,9,5,1,20.009,58.799,194,1164
AS4,2,AS,GD,0.4209,4740,106.9626,42.756100000000004,1995,679.82,0.406,0.48,0.054,2745,39,17,22,12,5,10.908,30.062,984,1627
AS4,2,AS,GD,0.9398,798,38.2436,17.2729,750,117.095,0.862,0.881,0.687,48,4,1,4,0,1,13.846,18.657,838,969
AS4,2,AS,GD,1.0524,420,26.0507,12.2717,442,80.426,0.936,0.964,0.859,-22,1,0,2,0,0,9.828,9.828,1517,107
AS4,2,AS,GD,0.9182,428,31.6228,13.5715,393,94.811,0.814,0.584,0.549,35,1,0,2,0,0,36.728,36.728,1142,303
AS4,2,AS,GD,0.7585,849,47.0744,19.8481,644,143.681,0.695,0.484,0.392,205,5,2,4,2,0,13.725,27.314,1144,565
AS4,2,AS,GD,0.7685,877,64.4981,22.6792,674,164.267,0.699,0.371,0.314,203,5,2,4,2,0,18.002,45.385,689,470
AS4,2,AS,GD,0.8336,559,32.6109,14.9068,466,128.953,0.762,0.738,0.352,93,4,2,2,2,0,17.821,40.142,1345,114
AS4,2,AS,GD,0.9663,683,34.5286,15.5081,660,109.397,0.892,0.897,0.693,23,3,1,3,1,0,13.071,15.728,1368,302
AS4,2,AS,GD,0.6447,1109,56.2261,23.4267,715,201.078,0.599,0.53,0.222,394,12,5,8,4,1,9.929,30.556,926,1111
AS4,2,AS,GD,0.5039,2056,64.0781,28.6388,1036,334.274,0.478,0.635,0.117,1020,22,10,13,9,1,9.411,30.799,924,1532
AS4,2,AS,GD,0.8827,631,40.2492,16.9295,557,118.953,0.799,0.51,0.495,74,3,1,3,1,0,16.623,32.799,737,686
AS4,2,AS,GD,0.8121,729,42.8019,17.9941,592,173.622,0.741,0.437,0.247,137,6,3,3,3,0,14.652,35.385,830,281
AS4,2,AS,GD,1.0438,502,28.3264,12.9143,524,86.083,0.945,0.854,0.889,-22,1,0,2,0,0,7.657,7.657,1471,110
AS4,2,AS,GD,0.855,1007,48.467,21.5099,861,150.267,0.793,0.512,0.479,146,3,1,3,1,0,23.118,30.971,1481,284
AS4,2,AS,GD,0.8475,505,35.7849,16.8556,428,107.882,0.758,0.607,0.462,77,4,2,2,2,0,15.925,24.899,669,503
AS4,3,AS,GD,0.7591,1100,58.3095,25.0249,835,169.338,0.704,0.402,0.366,265,7,3,4,2,1,12.075,25.485,1134,389
AS4,3,AS,GD,0.7008,1026,50.6063,22.1383,719,192.108,0.646,0.464,0.245,307,14,6,9,5,1,8.866,16.262,910,1184
AS4,3,AS,GD,0.7883,1403,49.5782,23.4833,1106,193.279,0.747,0.919,0.372,297,9,4,6,4,0,13.014,28.556,1646,286
AS4,3,AS,GD,1.0526,380,25.1181,11.354,400,75.841,0.937,0.787,0.874,-20,1,0,2,0,0,9.243,9.243,1664,86
AS4,3,AS,GD,0.9909,881,43.9659,18.3627,873,120.711,0.91,0.64,0.753,8,3,1,2,0,1,10.909,23.485,1511,193
AS4,3,AS,GD,0.8627,852,61.5873,24.2334,735,147.338,0.781,0.244,0.425,117,1,0,2,0,0,56.77,56.77,306,974
AS4,3,AS,GD,0.5668,1122,49.2633,22.4431,636,231.563,0.53,0.699,0.149,486,14,6,9,5,1,9.698,19.071,922,1160
AS4,3,AS,GD,0.6592,1294,49.9679,23.8951,853,197.421,0.617,0.697,0.275,441,5,2,4,2,0,17.948,36.213,871,874
AS4,3,AS,GD,0.6589,1164,48.4984,22.3651,767,192.894,0.614,0.74,0.259,397,11,5,7,5,0,9.591,17.828,917,936
AS4,3,AS,GD,0.9064,865,49.0918,21.0654,784,140.752,0.824,0.493,0.497,81,3,1,3,1,0,20.29,26.142,1272,509
AS4,3,AS,GD,0.3612,5075,90.4115,44.354,1833,626.992,0.349,0.566,0.059,3242,34,17,15,15,2,11.572,28.799,477,1782
AS4,3,AS,GD,0.4951,1826,97.1854,37.9342,904,331.931,0.459,0.211,0.103,922,17,8,10,8,0,11.004,20.728,40,1536
AS4,3,AS,GD,1.0113,529,35.4683,14.8387,535,96.569,0.91,0.627,0.721,-6,3,1,3,1,0,11.852,17.828,569,334
AS4,3,AS,GD,0.9685,571,30.8058,14.2904,553,97.882,0.884,0.835,0.725,18,3,1,3,1,0,11.738,20.314,1415,318
AS4,3,AS,GD,0.6667,1926,62.5775,27.0188,1284,345.345,0.633,0.709,0.135,642,22,10,12,8,2,10.012,33.142,1402,1115
AS4,4,AS,GD,0.5497,2054,78.7909,31.1873,1129,385.286,0.521,0.361,0.096,925,30,15,15,15,0,8.087,20.728,1135,948
AS4,4,AS,GD,0.5563,2860,72.9144,34.4855,1591,436.156,0.531,0.939,0.105,1269,20,9,12,8,1,13.56,39.278,965,1725
AS4,4,AS,GD,0.664,2369,84.1724,36.6764,1573,328.132,0.629,0.396,0.184,796,17,8,9,7,1,12.121,35.213,1022,1205
AS4,4,AS,GD,0.6453,1218,68.9638,29.9399,786,197.622,0.595,0.288,0.253,432,9,4,6,4,0,11.971,31.142,600,1024
AS4,4,AS,GD,0.57,2707,78.9514,37.2022,1543,447.47,0.544,0.486,0.097,1164,24,11,14,10,1,10.368,44.527,1384,654
AS4,4,AS,GD,0.8701,562,33.2415,15.246,489,105.054,0.79,0.591,0.557,73,3,1,3,1,0,11.795,14.657,726,569
AS4,4,AS,GD,0.6073,1253,49.769,23.7509,761,190.208,0.57,0.75,0.264,492,5,2,4,2,0,19.217,22.142,797,1188
AS4,4,AS,GD,0.7984,868,50.01,20.57,693,153.924,0.735,0.419,0.368,175,9,4,6,4,0,9.112,18.485,976,376
AS4,4,AS,GD,0.9795,634,34.7851,15.3133,621,103.397,0.893,0.754,0.73,13,3,1,3,1,0,9.99,21.899,1467,166
AS4,4,AS,GD,0.4798,1436,59.6242,27.7154,689,224.978,0.452,0.458,0.171,747,7,3,5,3,0,15.273,40.042,375,815
AS4,4,AS,GD,0.8844,493,36.2774,15.1215,436,113.539,0.791,0.501,0.425,57,3,1,3,1,0,16.128,27.728,976,353
AS4,4,AS,GD,1.0473,169,19.2354,8.2,177,53.355,0.881,0.655,0.781,-8,1,0,2,0,0,12.828,12.828,3,248
AS4,4,AS,GD,0.8757,700,44.2854,18.6957,613,131.924,0.795,0.498,0.443,87,1,0,2,0,0,51.456,51.456,1400,410
AS4,4,AS,GD,0.9744,547,37.0005,15.63,533,100.912,0.882,0.482,0.658,14,1,0,2,0,0,34.142,34.142,1308,126
AS4,4,AS,GD,0.7567,1903,88.6002,39.9561,1440,242.392,0.706,0.279,0.308,463,8,3,6,2,1,18.322,70.426,618,1059
AS5,1,AS,CA1,0.8867,706,47.4236,18.6769,626,125.439,0.805,0.426,0.5,80,5,2,4,2,0,11.271,27.799,595,1078
AS5,1,AS,CA1,0.5212,2502,74.5185,35.0983,1304,294.434,0.498,0.593,0.189,1198,7,3,5,3,0,22.112,65.941,642,1062
AS5,1,AS,CA1,0.9298,784,46.5382,19.3907,729,122.125,0.852,0.45,0.614,55,1,0,2,0,0,40.042,40.042,1151,272
AS5,1,AS,CA1,0.9111,945,47.2969,21.2605,861,146.711,0.845,0.498,0.503,84,3,1,3,1,0,20.395,30.799,1567,97
AS5,1,AS,CA1,0.7107,2551,67.9246,31.6866,1813,277.605,0.679,0.793,0.296,738,10,5,5,5,0,16.112,34.142,1507,688
AS5,1,AS,CA1,0.6879,4546,92.7359,42.8677,3127,360.416,0.665,0.864,0.303,1419,15,7,9,7,0,15.812,39.87,1572,822
AS5,1,AS,CA1,0.6438,817,47.1699,20.7451,526,161.723,0.586,0.608,0.253,291,8,3,6,2,1,12.143,27.133,290,1569
AS5,1,AS,CA1,0.5603,2063,86.4523,34.6248,1156,269.019,0.527,0.284,0.201,907,8,4,4,4,0,17.951,33.87,113,1688
AS5,1,AS,CA1,0.6318,1024,57.3149,23.7698,647,175.966,0.582,0.657,0.263,377,3,1,3,1,0,30.109,40.456,259,1702
AS5,1,AS,CA1,0.6343,1712,63.4595,28.4996,1086,220.593,0.598,0.524,0.28,626,11,5,7,5,0,12.905,31.799,584,1544
AS5,1,AS,CA1,0.7103,2209,71.1126,30.0274,1569,289.362,0.673,0.62,0.235,640,8,3,6,2,1,21.139,39.728,1326,804
AS5,1,AS,CA1,0.6577,1519,61.131,25.7829,999,238.635,0.616,0.48,0.22,520,13,6,8,6,0,11.527,23.142,1227,1149
AS5,1,AS,CA1,0.5424,2478,97.9439,41.3721,1344,306.191,0.512,0.293,0.18,1134,16,8,7,7,1,12.69,28.819,416,1187
AS5,1,AS,CA1,0.5627,2186,83.7257,33.8315,1230,368.659,0.532,0.402,0.114,956,19,10,7,9,1,11.902,27.971,1185,700
AS5,1,AS,CA1,0.325,5249,128.39,51.4969,1706,650.708,0.313,0.411,0.051,3543,27,13,14,12,1,13.709,34.971,210,1720
AS5,2,AS,CA1,1.0087,344,25.2389,11.2626,347,76.083,0.898,0.768,0.753,-3,1,0,2,0,0,15.899,15.899,1633,159
AS5,2,AS,CA1,0.7338,2633,74.7262,31.6268,1932,333.546,0.701,0.696,0.218,701,21,10,10,8,2,13.374,34.799,1655,673
AS5,2,AS,CA1,0.3853,1783,73.2462,30.0914,687,281.546,0.364,0.655,0.109,1096,14,6,9,5,1,11.869,30.627,54,1799
AS5,2,AS,CA1,0.6131,2520,73.4774,33.8804,1545,345.647,0.586,0.694,0.163,975,15,7,9,7,0,12.977,24.314,1368,1123
AS5,2,AS,CA1,0.4152,5075,137.0036,53.903,2107,715.46,0.399,0.386,0.052,2968,46,22,22,18,4,9.799,34.456,560,1772
AS5,2,AS,CA1,0.7061,922,43.1473,19.9666,651,193.865,0.654,0.673,0.218,271,8,3,6,2,1,13.6,23.314,1535,384
AS5,2,AS,CA1,0.5066,1956,87.7838,36.6492,991,296.475,0.474,0.327,0.142,965,10,4,7,3,1,16.002,30.385,67,1690
AS5,2,AS,CA1,0.6923,1014,44.1862,19.6755,702,186.208,0.647,0.755,0.254,312,13,6,8,6,0,9.171,17.657,986,975
AS5,2,AS,CA1,0.6137,1499,59.9333,28.4085,920,256.877,0.576,0.476,0.175,579,11,5,6,4,1,13.117,36.314,843,665
AS5,2,AS,CA1,0.8069,839,48.6004,21.0134,677,139.296,0.738,0.464,0.438,162,3,1,3,1,0,19.957,38.556,644,512
AS5,2,AS,CA1,0.5784,1288,72.9009,31.0476,745,227.179,0.534,0.268,0.181,543,9,4,6,4,0,13.385,23.899,455,964
AS5,2,AS,CA1,0.5588,1267,60.1664,25.3953,708,207.421,0.521,0.368,0.207,559,12,5,8,4,1,9.719,20.728,430,1085
AS5,2,AS,CA1,0.7184,483,32.5015,14.6834,347,113.196,0.649,0.876,0.34,136,4,1,4,0,1,13.909,18.677,238,767
AS5,2,AS,CA1,0.6974,608,42.8121,16.6571,424,132.61,0.635,0.37,0.303,184,3,1,3,1,0,19.152,39.556,723,247
AS5,2,AS,CA1,0.5601,2237,73.0996,32.0117,1253,363.831,0.53,0.763,0.119,984,24,12,11,11,1,10.312,23.485,751,1478
AS5,3,AS,CA1,0.769,1541,52.4786,24.4414,1185,197.966,0.722,0.94,0.38,356,5,2,4,2,0,18.154,27.556,1324,510
AS5,3,AS,CA1,0.7391,1058,51.76,23.7844,782,164.208,0.684,0.407,0.364,276,7,3,5,3,0,11.194,31.556,1219,542
AS5,3,AS,CA1,0.9826,803,40.8044,18.4501,789,115.054,0.909,0.688,0.749,14,3,1,3,1,0,9.852,19.728,1205,212
AS5,3,AS,CA1,0.8731,969,53.3635,22.2656,846,146.125,0.809,0.453,0.498,123,3,1,3,1,0,21.485,36.971,1303,45
AS5,3,AS,CA1,0.7186,1791,58.0517,25.4883,1287,251.362,0.681,0.753,0.256,504,13,6,8,6,0,11.777,28.971,1445,1133
AS5,3,AS,CA1,0.5816,1262,54.5626,24.063,734,229.522,0.543,0.59,0.175,528,8,3,6,2,1,15.32,31.728,554,810
AS5,3,AS,CA1,0.875,760,36.178,16.891,665,121.196,0.806,0.912,0.569,95,5,2,4,2,0,10.725,17.657,1269,593
AS5,3,AS,CA1,0.9619,708,39.2173,17.4211,681,115.539,0.884,0.668,0.641,27,5,2,4,2,0,9.808,24.071,1670,19
AS5,3,AS,CA1,0.8402,1170,58.5235,25.3004,983,166.167,0.781,0.468,0.447,187,5,2,4,2,0,18.52,35.728,1391,408
AS5,3,AS,CA1,0.7286,1131,55.7853,24.096,824,190.35,0.677,0.448,0.286,307,5,2,4,2,0,17.071,25.728,841,758
AS5,3,AS,CA1,0.7094,1958,64.195,26.7864,1389,296.191,0.672,0.737,0.199,569,9,3,7,2,0,18.188,49.314,1407,438
AS5,3,AS,CA1,0.273,5088,129.124,56.0942,1389,538.926,0.263,0.473,0.06,3699,17,7,11,6,0,17.207,54.941,50,1553
AS5,3,AS,CA1,0.9604,808,38.4239,17.4084,776,113.64,0.887,0.741,0.755,32,1,0,2,0,0,28.485,28.485,1612,167
AS5,3,AS,CA1,0.8826,639,42.72,19.0155,564,125.439,0.797,0.411,0.45,75,3,1,3,1,0,16.152,26.385,644,872
AS5,3,AS,CA1,0.5059,2218,72.9467,34.6153,1122,323.061,0.48,0.584,0.135,1096,14,7,7,7,0,14.101,38.556,606,1743
AS5,4,AS,CA1,0.4208,3541,101.7757,48.2823,1490,412.659,0.401,0.267,0.11,2051,19,8,12,7,0,13.462,28.799,117,1733
AS5,4,AS,CA1,0.4194,3076,80.4311,37.1413,1290,437.571,0.402,0.863,0.085,1786,22,10,11,7,3,12.403,34.375,706,1387
AS5,4,AS,CA1,0.4838,2383,88.3912,36.9364,1153,327.889,0.458,0.417,0.135,1230,15,7,9,7,0,12.103,37.556,460,993
AS5,4,AS,CA1,0.7154,1163,46.5925,21.009,832,208.451,0.671,0.73,0.241,331,6,3,3,3,0,18.888,44.213,1325,374
AS5,4,AS,CA1,0.5161,2273,90.4489,40.7102,1173,319.061,0.488,0.353,0.145,1100,17,7,10,5,1,11.52,34.314,710,1012
AS5,4,AS,CA1,0.7572,1351,52.7731,23.9801,1023,190.208,0.709,0.503,0.355,328,9,4,6,4,0,10.668,23.728,1286,454
AS5,4,AS,CA1,0.6739,2199,74.8181,35.0241,1482,345.688,0.637,0.505,0.156,717,29,14,13,12,1,9.926,23.485,1120,1236
AS5,4,AS,CA1,0.7141,1343,53.7966,23.7551,959,245.078,0.669,0.643,0.201,384,9,4,6,4,0,13.657,38.799,1394,481
AS5,4,AS,CA1,0.5096,1668,61.6173,27.3779,850,222.593,0.479,0.469,0.216,818,8,3,6,2,1,14.496,33.314,135,1412
AS5,4,AS,CA1,0.7878,919,42.1104,19.3861,724,141.823,0.731,0.68,0.452,195,5,2,4,2,0,14.271,21.899,902,1130
AS5,4,AS,CA1,0.6967,1266,51.0392,21.8563,882,200.108,0.654,0.685,0.277,384,14,6,7,5,0,10.32,23.556,1056,815
AS5,4,AS,CA1,0.9071,1044,41.7827,19.4119,947,143.924,0.846,0.883,0.575,97,5,2,4,2,0,12.051,18.728,1506,435
AS5,4,AS,CA1,0.6164,1241,66.2873,27.3973,765,216.35,0.574,0.308,0.205,476,6,2,5,1,1,17.916,43.213,565,541
AS5,4,AS,CA1,0.6761,1667,71.0211,31.111,1127,267.362,0.634,0.445,0.198,540,11,5,6,4,1,14.246,41.627,1062,429
AS5,4,AS,CA1,0.3499,3853,118.596,47.5752,1348,497.411,0.334,0.435,0.068,2505,33,15,19,13,2,9.478,32.213,154,1779
AS5,1,AS,CA3,0.622,2214,75.4321,31.8657,1377,279.362,0.592,0.683,0.222,837,11,5,7,5,0,15.046,47.213,1130,1236
AS5,1,AS,CA3,0.7472,1590,66.3702,27.2859,1188,208.492,0.701,0.488,0.343,402,3,1,3,1,0,29.614,61.113,1176,737
AS5,1,AS,CA3,0.7901,1191,55.7584,23.159300000000002,941,161.48,0.736,0.422,0.453,250,6,2,5,1,1,15.288,30.385,1080,781
AS5,1,AS,CA3,0.5029,859,59.6825,25.7323,432,182.309,0.459,0.271,0.163,427,5,2,4,2,0,17.602,34.314,202,790
AS5,1,AS,CA3,0.448,2569,85.0849,39.1271,1151,389.286,0.427,0.305,0.095,1418,20,9,11,7,2,11.48,23.728,615,1473
AS5,1,AS,CA3,0.9754,447,28.4429,13.1616,436,84.811,0.875,0.795,0.762,11,3,1,3,1,0,8.495,12.828,882,411
AS5,1,AS,CA3,0.8486,1347,48.6684,22.6672,1143,179.338,0.795,0.724,0.447,204,3,1,3,1,0,19.452,29.971,1473,390
AS5,1,AS,CA3,0.5104,4602,91.5982,42.9066,2349,422.801,0.491,0.795,0.165,2253,9,4,6,4,0,25.644,44.698,749,1674
AS5,1,AS,CA3,0.6752,1016,52.2189,24.0644,686,175.238,0.621,0.507,0.281,330,5,2,4,2,0,19.685,35.142,592,1290
AS5,1,AS,CA3,0.6023,2067,67.424,30.2603,1245,247.907,0.571,0.649,0.255,822,14,6,9,5,1,11.969,25.385,1108,1346
AS5,1,AS,CA3,0.4374,5379,107.442,48.6308,2353,550.281,0.422,0.817,0.098,3026,27,12,16,10,2,13.127,34.314,645,1781
AS5,1,AS,CA3,0.5566,1987,60.803,28.5699,1106,305.889,0.529,0.601,0.149,881,21,11,9,11,0,9.524,23.971,674,1310
AS5,1,AS,CA3,0.665,1594,71.2531,30.9535,1060,247.321,0.623,0.386,0.218,534,11,5,6,4,1,13.412,43.799,1015,598
AS5,1,AS,CA3,0.5916,2118,66.6171,31.8064,1253,248.836,0.56,0.526,0.254,865,11,5,7,5,0,11.393,37.899,857,814
AS5,1,AS,CA3,0.4149,3888,88.314,41.1326,1613,448.642,0.399,0.932,0.101,2275,21,9,13,7,2,12.321,43.314,316,1638
