Animal,Corte,Grupo,Region,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
AS1,3,AS,CA3,2032,42.576,79.274,42.576,79.274,621.82,85.215,30.361,98.462,0.066,2.807,0.356,0.43
AS1,3,AS,CA3,511,23.842,30.251,23.842,30.251,200.208,32.117,20.258,90.552,0.16,1.585,0.631,0.458
AS1,3,AS,CA3,658,34.941,33.226,34.941,33.226,220.007,54.029,15.506,43.684,0.171,3.484,0.287,0.53
AS1,3,AS,CA3,1057,35.853,31.725,35.853,31.725,273.848,59.359,22.672,31.216,0.177,2.618,0.382,0.554
AS1,3,AS,CA3,734,29.999,31.639,29.999,31.639,202.836,36.807,25.391,29.987,0.224,1.45,0.69,0.547
AS1,3,AS,CA3,939,37.491,30.321,37.491,30.321,221.279,40.679,29.39,73.942,0.241,1.384,0.722,0.588
AS1,3,AS,CA3,530,37.189,22.325,37.189,22.325,131.924,32.402,20.826,166.31,0.383,1.556,0.643,0.665
AS1,3,AS,CA3,1604,44.931,39.915,44.931,39.915,397.872,58.661,34.815,100.202,0.127,1.685,0.593,0.525
AS1,3,AS,CA3,1123,27.661,38.601,27.661,38.601,298.233,46.337,30.857,121.408,0.159,1.502,0.666,0.663
AS1,3,AS,CA3,1297,42.084,41.034,42.084,41.034,357.002,68.996,23.935,40.894,0.128,2.883,0.347,0.54
AS1,4,AS,CA3,494,23.016,24.067,23.016,24.067,139.439,28.408,22.141,117.82,0.319,1.283,0.779,0.755
AS1,4,AS,CA3,656,28.489,29.945,28.489,29.945,133.095,34.397,24.283,31.693,0.465,1.417,0.706,0.766
AS1,4,AS,CA3,1052,42.797,23.901,42.797,23.901,174.309,47.092,28.443,31.325,0.435,1.656,0.604,0.799
AS1,4,AS,CA3,1209,38.526,36.657,38.526,36.657,341.889,42.768,35.993,59.338,0.13,1.188,0.842,0.583
AS1,4,AS,CA3,868,28.319,34.394,28.319,34.394,153.782,36.393,30.368,122.646,0.461,1.198,0.834,0.765
AS1,4,AS,CA3,1074,46.331,26.837,46.331,26.837,309.061,45.688,29.93,16.864,0.141,1.526,0.655,0.441
AS1,4,AS,CA3,1141,37.668,31.362,37.668,31.362,199.279,49.467,29.369,16.163,0.361,1.684,0.594,0.681
AS1,4,AS,CA3,559,30.017,34.146,30.017,34.146,207.765,36.708,19.389,150.027,0.163,1.893,0.528,0.474
AS1,4,AS,CA3,683,30.206,33.015,30.206,33.015,132.409,40.47,21.488,146.117,0.49,1.883,0.531,0.761
AS1,4,AS,CA3,1072,40.199,19.998,40.199,19.998,261.078,64.81,21.06,15.625,0.198,3.077,0.325,0.607
AS1,4,AS,CA3,1332,41.164,47.918,41.164,47.918,372.801,51.661,32.829,17.884,0.12,1.574,0.635,0.469
AS1,4,AS,CA3,926,42.678,44.797,42.678,44.797,273.99,62.897,18.745,53.767,0.155,3.355,0.298,0.585
AS1,4,AS,CA3,795,29.095,38.841,29.095,38.841,224.836,57.989,17.455,49.902,0.198,3.322,0.301,0.597
AS1,4,AS,CA3,475,25.233,26.978,25.233,26.978,166.108,28.905,20.923,131.234,0.216,1.381,0.724,0.595
AS1,4,AS,CA3,555,15.057,57.35,15.057,57.35,233.907,75.663,9.339,86.28,0.127,8.101,0.123,0.47
AS1,1,AS,GD,1441,37.822,68.281,37.822,68.281,459.955,66.058,27.775,85.902,0.086,2.378,0.42,0.404
AS1,1,AS,GD,1459,43.248,42.734,43.248,42.734,274.333,59.879,31.023,38.793,0.244,1.93,0.518,0.7
AS1,1,AS,GD,1407,69.092,55.133,69.092,55.133,401.772,74.4,24.079,6.586,0.11,3.09,0.324,0.439
AS1,1,AS,GD,1052,46.442,49.034,46.442,49.034,288.877,47.019,28.487,146.268,0.158,1.651,0.606,0.542
AS1,1,AS,GD,1086,43.017,47.43,43.017,47.43,307.203,54.387,25.424,145.133,0.145,2.139,0.467,0.478
AS1,1,AS,GD,948,62.479,48.34,62.479,48.34,278.291,46.142,26.159,71.272,0.154,1.764,0.567,0.59
AS1,1,AS,GD,359,29.611,34.21,29.611,34.21,107.74,34.528,13.238,73.225,0.389,2.608,0.383,0.709
AS1,1,AS,GD,1170,40.968,36.614,40.968,36.614,246.049,47.937,31.076,120.68,0.243,1.543,0.648,0.641
AS1,1,AS,GD,598,32.089,41.094,32.089,41.094,148.167,45.4,16.771,79.936,0.342,2.707,0.369,0.677
AS1,1,AS,GD,1379,43.146,41.309,43.146,41.309,261.019,51.318,34.214,172.781,0.254,1.5,0.667,0.71
AS1,1,AS,GD,604,45.566,38.907,45.566,38.907,185.037,43.132,17.83,30.908,0.222,2.419,0.413,0.586
AS1,1,AS,GD,235,46.811,29.815,46.811,29.815,61.355,20.333,14.715,143.066,0.784,1.382,0.724,0.877
AS1,1,AS,GD,1314,54.616,33.101,54.616,33.101,299.647,52.278,32.003,9.688,0.184,1.634,0.612,0.59
AS1,1,AS,GD,1611,64.973,35.524,64.973,35.524,496.299,75.659,27.111,17.253,0.082,2.791,0.358,0.592
AS1,1,AS,GD,702,38.823,51.813,38.823,51.813,172.995,41.413,21.583,77.069,0.295,1.919,0.521,0.562
AS1,2,AS,GD,375,46.172,37.676,46.172,37.676,145.338,35.985,13.269,153.81,0.223,2.712,0.369,0.668
AS1,2,AS,GD,714,36.066,33.451,36.066,33.451,159.338,37.567,24.199,174.845,0.353,1.552,0.644,0.706
AS1,2,AS,GD,594,41.788,28.672,41.788,28.672,220.492,34.497,21.924,78.225,0.154,1.573,0.636,0.451
AS1,2,AS,GD,414,22.664,22.37,22.664,22.37,89.983,28.387,18.569,84.022,0.643,1.529,0.654,0.816
AS1,2,AS,GD,1563,38.627,42.742,38.627,42.742,294.434,51.407,38.712,5.357,0.227,1.328,0.753,0.642
AS1,2,AS,GD,399,25.956,27.35,25.956,27.35,118.61,29.006,17.514,71.692,0.356,1.656,0.604,0.66
AS1,2,AS,GD,685,30.783,32.091,30.783,32.091,121.054,33.577,25.976,89.878,0.587,1.293,0.774,0.845
AS1,2,AS,GD,2111,44.059,41.506,44.059,41.506,438.014,71.828,37.42,39.895,0.138,1.919,0.521,0.531
AS1,2,AS,GD,1269,35.137,63.151,35.137,63.151,280.534,64.874,24.906,103.768,0.203,2.605,0.384,0.587
AS1,2,AS,GD,792,22.783,25.11,22.783,25.11,174.894,53.24,18.941,66.301,0.325,2.811,0.356,0.664
AS1,2,AS,GD,454,25.452,31.156,25.452,31.156,130.61,34.738,16.641,76.989,0.334,2.088,0.479,0.733
AS1,2,AS,GD,837,47.39,34.223,47.39,34.223,265.019,60.97,17.479,45.004,0.15,3.488,0.287,0.473
AS1,2,AS,GD,1127,43.141,31.408,43.141,31.408,281.605,41.584,34.507,39.171,0.179,1.205,0.83,0.564
AS1,2,AS,GD,558,34.538,28.591,34.538,28.591,108.326,35.022,20.286,33.593,0.598,1.726,0.579,0.834
AS1,2,AS,GD,518,26.025,28.508,26.025,28.508,117.782,36.324,18.157,71.365,0.469,2.001,0.5,0.77
AS1,3,AS,GD,1632,64.771,55.227,64.771,55.227,511.955,69.596,29.857,24.358,0.078,2.331,0.429,0.367
AS1,3,AS,GD,1639,47.022,39.683,47.022,39.683,397.144,56.272,37.085,162.148,0.131,1.517,0.659,0.577
AS1,3,AS,GD,1393,33.014,41.583,33.014,41.583,275.019,48.888,36.279,72.77,0.231,1.348,0.742,0.65
AS1,3,AS,GD,1259,36.961,57.801,36.961,57.801,248.978,70.683,22.679,102.752,0.255,3.117,0.321,0.624
AS1,3,AS,GD,813,24.673,49.157,24.673,49.157,231.421,60.009,17.25,110.018,0.191,3.479,0.287,0.644
AS1,3,AS,GD,1116,41.058,33.832,41.058,33.832,216.208,56.404,25.192,163.469,0.3,2.239,0.447,0.743
AS1,3,AS,GD,1729,41.759,45.276,41.759,45.276,472.784,59.593,36.941,125.911,0.097,1.613,0.62,0.463
AS1,3,AS,GD,1724,44.573,37.803,44.573,37.803,297.848,55.204,39.763,110.488,0.244,1.388,0.72,0.756
AS1,3,AS,GD,868,33.914,29.805,33.914,29.805,197.078,45.242,24.428,155.337,0.281,1.852,0.54,0.631
AS1,3,AS,GD,627,34.007,37.073,34.007,37.073,160.167,31.012,25.742,40.784,0.307,1.205,0.83,0.686
AS1,3,AS,GD,1365,43.207,35.652,43.207,35.652,341.688,48.65,35.724,117.37,0.147,1.362,0.734,0.579
AS1,3,AS,GD,1310,52.688,45.252,52.688,45.252,380.215,76.082,21.923,45.66,0.114,3.47,0.288,0.442
AS1,3,AS,GD,601,26.017,24.252,26.017,24.252,103.64,36.871,20.754,90.95,0.703,1.777,0.563,0.887
AS1,3,AS,GD,1232,26.124,48.795,26.124,48.795,276.676,55.597,28.214,105.39,0.202,1.97,0.507,0.665
AS1,3,AS,GD,799,24.157,33.66,24.157,33.66,147.439,41.562,24.477,92.68,0.462,1.698,0.589,0.789
AS1,4,AS,GD,1521,44.919,41.739,44.919,41.739,349.002,62.779,30.848,122.426,0.157,2.035,0.491,0.566
AS1,4,AS,GD,756,37.271,32.692,37.271,32.692,195.865,46.177,20.845,21.117,0.248,2.215,0.451,0.636
AS1,4,AS,GD,1560,46.192,39.847,46.192,39.847,359.831,51.635,38.467,151.042,0.151,1.342,0.745,0.503
AS1,4,AS,GD,1776,46.495,46.61,46.495,46.61,370.073,69.868,32.365,145.085,0.163,2.159,0.463,0.615
AS1,4,AS,GD,742,29.282,38.007,29.282,38.007,175.48,42.835,22.055,79.358,0.303,1.942,0.515,0.618
AS1,4,AS,GD,1419,38.499,43.503,38.499,43.503,351.446,68.043,26.553,116.503,0.144,2.563,0.39,0.517
AS1,4,AS,GD,280,21.107,18.286,21.107,18.286,63.355,19.542,18.243,129.688,0.877,1.071,0.934,0.924
AS1,4,AS,GD,1303,37.153,45.39,37.153,45.39,353.588,47.794,34.712,92.534,0.131,1.377,0.726,0.576
AS1,4,AS,GD,936,38.775,34.446,38.775,34.446,216.492,42.927,27.762,144.924,0.251,1.546,0.647,0.612
AS1,4,AS,GD,752,32.757,33.032,32.757,33.032,151.338,51.12,18.73,142.737,0.413,2.729,0.366,0.73
AS1,4,AS,GD,1313,36.39,38.639,36.39,38.639,248.593,62.345,26.815,154.822,0.267,2.325,0.43,0.684
AS1,4,AS,GD,1291,29.135,36.129,29.135,36.129,189.966,50.727,32.404,105.794,0.45,1.565,0.639,0.763
AS1,4,AS,GD,725,28.612,57.58,28.612,57.58,200.066,72.924,12.658,79.221,0.228,5.761,0.174,0.549
AS1,4,AS,GD,545,44.179,21.548,44.179,21.548,102.326,29.582,23.457,176.907,0.654,1.261,0.793,0.878
AS1,4,AS,GD,1146,39.692,34.656,39.692,34.656,236.877,59.742,24.424,128.41,0.257,2.446,0.409,0.626
AS3,1,AS,CA1,1018,40.827,42.779,40.827,42.779,161.095,37.142,34.897,65.278,0.493,1.064,0.94,0.808
AS3,1,AS,CA1,1098,43.442,46.638,43.442,46.638,182.451,49.14,28.45,42.675,0.414,1.727,0.579,0.737
AS3,1,AS,CA1,633,29.726,33.961,29.726,33.961,111.882,39.981,20.159,120.072,0.635,1.983,0.504,0.842
AS3,1,AS,CA1,733,28.128,32.988,28.128,32.988,114.953,42.204,22.114,116.647,0.697,1.908,0.524,0.877
AS3,1,AS,CA1,339,36.246,38.801,36.246,38.801,75.012,26.11,16.531,127.026,0.757,1.579,0.633,0.9
AS3,1,AS,CA1,698,30.577,34.881,30.577,34.881,147.238,35.086,25.33,35.179,0.405,1.385,0.722,0.731
AS3,1,AS,CA1,851,29.08,38.083,29.08,38.083,164.995,43.369,24.984,71.258,0.393,1.736,0.576,0.711
AS3,1,AS,CA1,461,26.689,32.485,26.689,32.485,116.368,29.561,19.856,49.334,0.428,1.489,0.672,0.75
AS3,1,AS,CA1,922,28.184,33.922,28.184,33.922,187.48,40.356,29.089,86.155,0.33,1.387,0.721,0.744
AS3,1,AS,CA1,931,28.296,32.216,28.296,32.216,176.51,53.764,22.048,141.766,0.376,2.438,0.41,0.742
AS3,1,AS,CA1,979,27.767,34.861,27.767,34.861,169.966,50.375,24.744,122.103,0.426,2.036,0.491,0.734
AS3,1,AS,CA1,627,38.183,26.693,38.183,26.693,142.51,40.47,19.726,157.769,0.388,2.052,0.487,0.703
AS3,1,AS,CA1,2561,47.876,54.148,47.876,54.148,611.536,79.302,41.119,117.589,0.086,1.929,0.519,0.514
AS3,1,AS,CA1,733,33.552,35.979,33.552,35.979,178.551,39.317,23.738,69.244,0.289,1.656,0.604,0.613
AS3,1,AS,CA1,1225,37.895,63.129,37.895,63.129,267.463,56.709,27.504,113.139,0.215,2.062,0.485,0.484
AS3,2,AS,CA1,1996,51.157,65.993,51.157,65.993,411.529,71.908,35.342,105.599,0.148,2.035,0.491,0.513
AS3,2,AS,CA1,1491,42.182,54.929,42.182,54.929,395.831,50.329,37.72,158.473,0.12,1.334,0.749,0.37
AS3,2,AS,CA1,521,24.849,24.32,24.849,24.32,96.569,37.549,17.666,155.133,0.702,2.125,0.47,0.916
AS3,2,AS,CA1,516,33.661,29.494,33.661,29.494,103.054,34.422,19.086,144.513,0.611,1.804,0.554,0.862
AS3,2,AS,CA1,1650,44.841,62.916,44.841,62.916,408.115,75.324,27.891,67.36,0.124,2.701,0.37,0.511
AS3,2,AS,CA1,1017,44.707,60.57,44.707,60.57,306.617,37.927,34.141,177.353,0.136,1.111,0.9,0.59
AS3,2,AS,CA1,685,38.341,43.804,38.341,43.804,186.108,33.298,26.193,100.862,0.249,1.271,0.787,0.588
AS3,2,AS,CA1,1572,46.093,50.818,46.093,50.818,384.458,50.463,39.663,43.599,0.134,1.272,0.786,0.552
AS3,2,AS,CA1,1307,48.668,50.928,48.668,50.928,355.245,44.507,37.39,17.199,0.13,1.19,0.84,0.525
AS3,2,AS,CA1,1175,51.022,41.254,51.022,41.254,234.25,46.268,32.334,150.613,0.269,1.431,0.699,0.648
AS3,2,AS,CA1,600,33.95,31.575,33.95,31.575,197.078,34.294,22.276,157.308,0.194,1.539,0.65,0.601
AS3,2,AS,CA1,931,43.664,29.138,43.664,29.138,232.149,51.528,23.005,14.214,0.217,2.24,0.446,0.595
AS3,2,AS,CA1,1615,42.054,37.903,42.054,37.903,240.25,62.515,32.893,164.059,0.352,1.901,0.526,0.744
AS3,2,AS,CA1,850,40.684,43.402,40.684,43.402,290.919,51.499,21.015,59.426,0.126,2.451,0.408,0.428
AS3,2,AS,CA1,1818,39.375,46.777,39.375,46.777,386.943,58.073,39.86,60.4,0.153,1.457,0.686,0.558
AS3,3,AS,CA1,702,27.573,30.016,27.573,30.016,100.569,32.425,27.566,59.084,0.872,1.176,0.85,0.942
AS3,3,AS,CA1,767,27.32,31.364,27.32,31.364,138.267,37.968,25.721,102.203,0.504,1.476,0.677,0.819
AS3,3,AS,CA1,901,28.868,34.513,28.868,34.513,151.095,55.287,20.75,31.855,0.496,2.664,0.375,0.722
AS3,3,AS,CA1,848,35.212,28.713,35.212,28.713,121.882,42.172,25.602,50.141,0.717,1.647,0.607,0.921
AS3,3,AS,CA1,605,36.277,30.68,36.277,30.68,180.066,52.649,14.631,3.239,0.234,3.598,0.278,0.59
AS3,3,AS,CA1,956,41.215,37.912,41.215,37.912,212.451,51.018,23.859,45.501,0.266,2.138,0.468,0.585
AS3,3,AS,CA1,1109,32.242,50.833,32.242,50.833,347.245,54.483,25.917,93.253,0.116,2.102,0.476,0.558
AS3,3,AS,CA1,987,40.779,51.23,40.779,51.23,228.149,58.891,21.339,39.829,0.238,2.76,0.362,0.625
AS3,3,AS,CA1,1352,41.456,50.338,41.456,50.338,189.622,50.589,34.028,92.787,0.473,1.487,0.673,0.755
AS3,3,AS,CA1,666,26.722,37.168,26.722,37.168,114.368,44.057,19.247,61.817,0.64,2.289,0.437,0.886
AS3,3,AS,CA1,852,30.054,35.793,30.054,35.793,163.48,41.994,25.832,157.958,0.401,1.626,0.615,0.696
AS3,3,AS,CA1,511,48.296,32.911,48.296,32.911,223.463,38.519,16.891,161.664,0.129,2.28,0.439,0.417
AS3,3,AS,CA1,726,48.545,31.73,48.545,31.73,205.522,51.077,18.098,149.999,0.216,2.822,0.354,0.53
AS3,3,AS,CA1,1586,43.406,44.946,43.406,44.946,513.11,53.328,37.867,8.662,0.076,1.408,0.71,0.554
AS3,3,AS,CA1,1659,50.91,52.354,50.91,52.354,465.068,61.123,34.558,157.189,0.096,1.769,0.565,0.47
AS3,4,AS,CA1,1381,49.276,35.69,49.276,35.69,228.451,65.36,26.903,1.677,0.333,2.429,0.412,0.741
AS3,4,AS,CA1,470,38.819,48.311,38.819,48.311,167.723,37.696,15.875,107.895,0.21,2.375,0.421,0.553
AS3,4,AS,CA1,692,39.555,46.984,39.555,46.984,223.664,43.505,20.253,86.428,0.174,2.148,0.466,0.569
AS3,4,AS,CA1,1566,57.229,70.839,57.229,70.839,580.867,49.804,40.035,46.34,0.058,1.244,0.804,0.364
AS3,4,AS,CA1,1860,46.744,37.781,46.744,37.781,525.11,63.506,37.291,21.562,0.085,1.703,0.587,0.546
AS3,4,AS,CA1,783,33.589,26.867,33.589,26.867,234.635,45.52,21.901,147.516,0.179,2.078,0.481,0.585
AS3,4,AS,CA1,1298,55.652,42.713,55.652,42.713,335.889,46.137,35.821,164.316,0.145,1.288,0.776,0.489
AS3,4,AS,CA1,1856,40.068,56.725,40.068,56.725,478.441,56.621,41.736,110.725,0.102,1.357,0.737,0.511
AS3,4,AS,CA1,598,33.814,40.114,33.814,40.114,225.563,31.766,23.969,87.941,0.148,1.325,0.755,0.435
AS3,4,AS,CA1,2440,51.837,39.236,51.837,39.236,676.247,74.994,41.426,171.702,0.067,1.81,0.552,0.54
AS3,4,AS,CA1,231,23.929,23.786,23.929,23.786,57.355,19.997,14.708,32.888,0.882,1.36,0.736,0.926
AS3,4,AS,CA1,1007,45.53,56.796,45.53,56.796,231.907,38.544,33.264,109.038,0.235,1.159,0.863,0.531
AS3,4,AS,CA1,678,34.519,30.112,34.519,30.112,209.907,37.981,22.729,129.833,0.193,1.671,0.598,0.652
AS3,4,AS,CA1,920,31.784,43.818,31.784,43.818,165.338,46.692,25.087,78.78,0.423,1.861,0.537,0.695
AS3,4,AS,CA1,481,29.051,30.926,29.051,30.926,88.326,25.392,24.119,70.411,0.775,1.053,0.95,0.889
AS3,1,AS,CA3,695,32.681,35.46,32.681,35.46,118.368,41.364,21.393,153.98,0.623,1.934,0.517,0.849
AS3,1,AS,CA3,688,29.087,33.113,29.087,33.113,152.167,35.98,24.346,25.587,0.373,1.478,0.677,0.792
AS3,1,AS,CA3,472,24.877,29.71,24.877,29.71,153.238,49.329,12.183,40.304,0.253,4.049,0.247,0.575
AS3,1,AS,CA3,1202,19.607,46.545,19.607,46.545,375.144,76.465,20.015,85.857,0.107,3.82,0.262,0.505
AS3,1,AS,CA3,408,20.676,32.775,20.676,32.775,112.953,38.434,13.516,84.981,0.402,2.844,0.352,0.762
AS3,1,AS,CA3,487,35.902,25.227,35.902,25.227,143.338,33.663,18.42,24.38,0.298,1.827,0.547,0.637
AS3,1,AS,CA3,541,30.356,32.284,30.356,32.284,167.238,36.035,19.116,50.057,0.243,1.885,0.53,0.576
AS3,1,AS,CA3,985,51.301,31.085,51.301,31.085,205.421,51.993,24.121,169.179,0.293,2.156,0.464,0.577
AS3,1,AS,CA3,1557,51.364,42.972,51.364,42.972,468.784,53.456,37.086,32.261,0.089,1.441,0.694,0.543
AS3,1,AS,CA3,1935,41.39,49.019,41.39,49.019,565.252,63.064,39.067,170.419,0.076,1.614,0.619,0.474
AS3,1,AS,CA3,1231,38.031,35.701,38.031,35.701,283.848,53.741,29.165,34.401,0.192,1.843,0.543,0.609
AS3,1,AS,CA3,658,27.979,26.807,27.979,26.807,119.882,40.462,20.706,157.541,0.575,1.954,0.512,0.83
AS3,1,AS,CA3,843,46.06,26.914,46.06,26.914,141.054,53.418,20.093,0.128,0.532,2.658,0.376,0.858
AS3,1,AS,CA3,651,41.191,38.116,41.191,38.116,242.191,33.214,24.956,28.854,0.139,1.331,0.751,0.486
AS3,1,AS,CA3,1262,35.191,46.225,35.191,46.225,328.86,64.675,24.845,48.806,0.147,2.603,0.384,0.527
AS3,2,AS,CA3,995,41.415,51.939,41.415,51.939,259.463,50.978,24.852,42.448,0.186,2.051,0.487,0.576
AS3,2,AS,CA3,378,50.222,55.635,50.222,55.635,74.083,25.976,18.528,37.01,0.865,1.402,0.713,0.934
AS3,2,AS,CA3,831,43.37,51.256,43.37,51.256,213.765,40.548,26.094,33.724,0.229,1.554,0.644,0.588
AS3,2,AS,CA3,1006,47.816,53.058,47.816,53.058,181.966,53.458,23.96,151.407,0.382,2.231,0.448,0.771
AS3,2,AS,CA3,426,19.521,16.664,19.521,16.664,103.296,24.516,22.125,119.544,0.502,1.108,0.902,0.762
AS3,2,AS,CA3,955,37.56,24.479,37.56,24.479,315.747,46.733,26.019,8.219,0.12,1.796,0.557,0.527
AS3,2,AS,CA3,977,57.858,41.927,57.858,41.927,336.96,65.166,19.089,31.391,0.108,3.414,0.293,0.389
AS3,2,AS,CA3,1310,33.102,41.956,33.102,41.956,252.392,55.382,30.117,72.79,0.258,1.839,0.544,0.578
AS3,2,AS,CA3,940,45.554,34.007,45.554,34.007,164.752,47.982,24.943,0.53,0.435,1.924,0.52,0.731
AS3,2,AS,CA3,482,28.276,26.461,28.276,26.461,87.255,32.725,18.754,15.846,0.796,1.745,0.573,0.939
AS3,2,AS,CA3,1081,36.11,29.86,36.11,29.86,183.037,47.506,28.973,175.61,0.405,1.64,0.61,0.76
AS3,2,AS,CA3,513,39.056,30.662,39.056,30.662,129.681,47.706,13.691,29.375,0.383,3.484,0.287,0.668
AS3,2,AS,CA3,839,38.779,30.669,38.779,30.669,120.711,36.928,28.928,134.184,0.724,1.277,0.783,0.889
AS3,2,AS,CA3,724,38.185,27.399,38.185,27.399,185.38,53.416,17.258,56.993,0.265,3.095,0.323,0.576
AS3,2,AS,CA3,772,46.194,23.495,46.194,23.495,290.333,59.92,16.404,14.26,0.115,3.653,0.274,0.351
AS3,3,AS,CA3,937,40.158,38.454,40.158,38.454,278.818,38.84,30.716,123.825,0.151,1.264,0.791,0.501
AS3,3,AS,CA3,288,26.844,28.781,26.844,28.781,97.054,25.289,14.5,155.595,0.384,1.744,0.573,0.747
AS3,3,AS,CA3,2353,45.055,67.642,45.055,67.642,664.406,81.337,36.834,60.507,0.067,2.208,0.453,0.475
AS3,3,AS,CA3,972,29.385,47.861,29.385,47.861,231.806,50.765,24.379,75.878,0.227,2.082,0.48,0.645
AS3,3,AS,CA3,1421,34.145,56.332,34.145,56.332,311.789,63.339,28.565,64.718,0.184,2.217,0.451,0.626
AS3,3,AS,CA3,545,23.372,40.506,23.372,40.506,145.823,51.525,13.467,119.523,0.322,3.826,0.261,0.643
AS3,3,AS,CA3,1356,33.385,31.917,33.385,31.917,197.137,51.913,33.258,135.074,0.438,1.561,0.641,0.736
AS3,3,AS,CA3,520,25.152,23.856,25.152,23.856,85.598,28.06,23.595,114.862,0.892,1.189,0.841,0.957
AS3,3,AS,CA3,1101,25.764,38.926,25.764,38.926,289.889,55.688,25.173,45.313,0.165,2.212,0.452,0.576
AS3,3,AS,CA3,872,29.463,35.477,29.463,35.477,194.936,40.346,27.519,75.168,0.288,1.466,0.682,0.689
AS3,3,AS,CA3,659,29.438,31.134,29.438,31.134,137.196,33.675,24.916,21.475,0.44,1.352,0.74,0.753
AS3,3,AS,CA3,1215,48.458,34.656,48.458,34.656,306.576,81.004,19.098,34.227,0.162,4.242,0.236,0.602
AS3,3,AS,CA3,844,45.688,40.314,45.688,40.314,258.149,63.864,16.827,154.733,0.159,3.795,0.263,0.467
AS3,3,AS,CA3,897,30.779,29.851,30.779,29.851,137.924,39.412,28.978,164.925,0.593,1.36,0.735,0.815
AS3,3,AS,CA3,948,38.884,41.139,38.884,41.139,191.179,62.351,19.359,44.749,0.326,3.221,0.31,0.759
AS3,4,AS,CA3,1113,29.581,41.756,29.581,41.756,136.267,44.46,31.874,98.919,0.753,1.395,0.717,0.904
AS3,4,AS,CA3,673,32.1,43.362,32.1,43.362,100.468,31.461,27.237,131.31,0.838,1.155,0.866,0.923
AS3,4,AS,CA3,1912,57.032,52.353,57.032,52.353,530.24,53.02,45.915,170.915,0.085,1.155,0.866,0.474
AS3,4,AS,CA3,1813,52.169,51.183,52.169,51.183,489.269,62.585,36.884,16.417,0.095,1.697,0.589,0.523
AS3,4,AS,CA3,1912,87.919,46.538,87.919,46.538,495.997,93.275,26.1,25.595,0.098,3.574,0.28,0.469
AS3,4,AS,CA3,1364,59.902,42.843,59.902,42.843,307.404,50.741,34.227,12.558,0.181,1.483,0.675,0.613
AS3,4,AS,CA3,690,50.204,40.993,50.204,40.993,249.948,46.389,18.939,7.453,0.139,2.449,0.408,0.459
AS3,4,AS,CA3,1297,42.513,34.913,42.513,34.913,220.25,51.327,32.174,3.312,0.336,1.595,0.627,0.7
AS3,4,AS,CA3,705,50.547,49.95,50.547,49.95,103.397,36.498,24.594,10.235,0.829,1.484,0.674,0.946
AS3,4,AS,CA3,918,43.711,49.671,43.711,49.671,126.711,37.88,30.856,155.994,0.718,1.228,0.815,0.902
AS3,4,AS,CA3,871,46.206,45.028,46.206,45.028,246.392,43.886,25.27,168.416,0.18,1.737,0.576,0.586
AS3,4,AS,CA3,565,37.176,39.199,37.176,39.199,223.765,31.797,22.624,77.305,0.142,1.405,0.712,0.438
AS3,4,AS,CA3,1285,49.308,38.495,49.308,38.495,365.144,70.299,23.274,143.703,0.121,3.021,0.331,0.545
AS3,4,AS,CA3,2066,45.68,37.717,45.68,37.717,549.796,57.792,45.517,39.135,0.086,1.27,0.788,0.584
AS3,4,AS,CA3,775,42.153,49.928,42.153,49.928,128.811,44.145,22.353,108.953,0.587,1.975,0.506,0.843
AS3,1,AS,GD,271,41.71,40.777,41.71,40.777,121.782,40.747,8.468,129.419,0.23,4.812,0.208,0.543
AS3,1,AS,GD,660,23.5,36.974,23.5,36.974,170.108,46.928,17.907,109.652,0.287,2.621,0.382,0.584
AS3,1,AS,GD,433,27.641,22.983,27.641,22.983,169.279,27.552,20.01,135.167,0.19,1.377,0.726,0.502
AS3,1,AS,GD,1846,58.841,61.316,58.841,61.316,553.98,64.881,36.226,31.267,0.076,1.791,0.558,0.464
AS3,1,AS,GD,1398,37.509,51.499,37.509,51.499,301.304,58.389,30.485,71.744,0.194,1.915,0.522,0.659
AS3,1,AS,GD,646,36.559,29.599,36.559,29.599,142.853,32.015,25.692,71.494,0.398,1.246,0.802,0.727
AS3,1,AS,GD,650,27.748,31.885,27.748,31.885,131.095,39.974,20.703,10.406,0.475,1.931,0.518,0.793
AS3,1,AS,GD,918,29.68,37.671,29.68,37.671,283.647,50.444,23.171,83.224,0.143,2.177,0.459,0.512
AS3,1,AS,GD,723,43.844,30.658,43.844,30.658,240.492,47.586,19.345,179.588,0.157,2.46,0.407,0.527
AS3,1,AS,GD,978,33.997,30.678,33.997,30.678,148.267,58.394,21.325,27.392,0.559,2.738,0.365,0.865
AS3,1,AS,GD,561,28.691,31.054,28.691,31.054,89.983,30.061,23.761,10.119,0.871,1.265,0.79,0.941
AS3,1,AS,GD,681,29.547,34.873,29.547,34.873,111.397,39.322,22.051,16.013,0.69,1.783,0.561,0.91
AS3,1,AS,GD,693,33.162,36.193,33.162,36.193,101.154,36.212,24.366,169.651,0.851,1.486,0.673,0.949
AS3,1,AS,GD,406,24.67,30.865,24.67,30.865,77.598,26.993,19.15,32.863,0.847,1.41,0.709,0.937
AS3,1,AS,GD,226,20.124,27.836,20.124,27.836,57.598,18.163,15.843,92.741,0.856,1.146,0.872,0.899
AS3,2,AS,GD,1314,49.3,42.053,49.3,42.053,312.718,55.083,30.373,27.843,0.169,1.814,0.551,0.566
