Animal,Corte,Grupo,Region,Branches,Junctions,End.point.voxels,Juncction.voxels,Slab.voxels,Average.branch.length,Triple.points,Quadruple.points,Maximum.branch.length
CS4,3,CS,CA1,14,6,9,22,119,12.755,5,1,49.87
CS4,3,CS,CA1,40,19,22,61,297,11.053,18,1,26.899
CS4,3,CS,CA1,18,9,8,35,135,11.57,8,1,31.405
CS4,3,CS,CA1,5,2,4,6,197,48.904,2,0,131.468
CS4,4,CS,CA1,33,16,15,45,273,11.998,13,3,29.971
CS4,4,CS,CA1,27,13,12,45,185,10.817,10,3,21.556
CS4,4,CS,CA1,14,7,7,24,148,14.608,7,0,35.142
CS4,4,CS,CA1,25,13,10,36,235,13.325,12,1,34.385
CS4,4,CS,CA1,14,6,9,22,92,10.437,5,1,19.648
CS4,4,CS,CA1,14,6,9,23,149,15.023,5,1,52.042
CS4,4,CS,CA1,9,4,5,18,54,9.857,3,1,22.89
CS4,4,CS,CA1,15,6,10,20,117,11.295,4,2,30.971
CS4,4,CS,CA1,15,7,9,24,123,11.73,7,0,25.071
CS4,4,CS,CA1,7,3,5,10,132,23.402,3,0,60.799
CS4,4,CS,CA1,19,9,11,28,133,10.504,9,0,32.213
CS4,4,CS,CA1,10,4,7,14,71,11.112,3,1,18.485
CS4,4,CS,CA1,3,1,3,3,59,25.061,1,0,50.627
CS4,4,CS,CA1,15,7,9,21,107,10.491,7,0,22.899
CS4,4,CS,CA1,14,7,7,19,131,13.066,7,0,43.142
CS4,1,CS,CA3,5,2,4,8,51,14.851,2,0,19.314
CS4,1,CS,CA3,20,9,12,25,142,10.694,8,1,39.213
CS4,1,CS,CA3,12,5,8,17,159,17.774,4,1,52.627
CS4,1,CS,CA3,9,4,6,11,84,13.301,4,0,49.284
CS4,1,CS,CA3,54,27,24,87,381,10.541,24,3,33.556
CS4,1,CS,CA3,11,5,7,17,100,12.936,5,0,29.314
CS4,1,CS,CA3,5,2,4,8,83,21.997,2,0,54.113
CS4,1,CS,CA3,5,2,4,6,32,9.608,2,0,14.899
CS4,1,CS,CA3,8,3,6,9,83,14.351,2,1,24.728
CS4,1,CS,CA3,31,15,16,51,236,11.391,14,1,51.284
CS4,1,CS,CA3,25,12,13,43,141,9.092,11,1,23.142
CS4,1,CS,CA3,11,5,7,16,85,11.535,5,0,23.899
CS4,1,CS,CA3,53,24,25,89,389,11.27,16,7,50.627
CS4,1,CS,CA3,24,12,12,41,176,11.177,12,0,69.042
CS4,1,CS,CA3,9,4,6,13,86,13.304,4,0,38.385
CS4,2,CS,CA3,20,9,12,31,115,9.084,8,1,17.243
CS4,2,CS,CA3,9,4,6,11,56,9.105,4,0,16.899
CS4,2,CS,CA3,34,16,19,50,208,9.481,15,1,26.677
CS4,2,CS,CA3,10,3,8,18,52,10.158,2,0,16.142
CS4,2,CS,CA3,25,12,14,32,186,10.698,12,0,26.556
CS4,2,CS,CA3,29,13,17,42,213,10.852,11,2,22.728
CS4,2,CS,CA3,8,3,5,8,85,14.652,1,2,27.142
CS4,2,CS,CA3,16,7,9,25,105,10.066,5,2,19.657
CS4,2,CS,CA3,24,11,14,37,212,12.687,10,1,29.679
CS4,2,CS,CA3,19,9,10,25,135,10.408,8,1,34.142
CS4,2,CS,CA3,13,6,8,19,126,13.527,6,0,23.971
CS4,2,CS,CA3,23,10,14,37,246,15.172,8,2,39.456
CS4,2,CS,CA3,14,6,9,24,145,14.861,5,1,43.799
CS4,2,CS,CA3,14,7,7,26,128,13.233,7,0,21.899
CS4,2,CS,CA3,17,8,9,27,190,15.786,7,1,57.698
CS4,3,CS,CA3,5,2,4,7,55,14.823,2,0,31.556
CS4,3,CS,CA3,5,2,4,7,51,14.271,2,0,31.971
CS4,3,CS,CA3,29,14,15,44,204,10.508,13,1,35.142
CS4,3,CS,CA3,14,6,9,21,131,13.115,5,1,30.485
CS4,3,CS,CA3,9,4,6,11,48,8.078,4,0,14.657
CS4,3,CS,CA3,3,1,3,3,43,18.899,1,0,29.142
CS4,3,CS,CA3,15,7,8,27,205,18.185,6,1,33.971
CS4,3,CS,CA3,21,10,11,33,125,9.175,9,1,22.556
CS4,3,CS,CA3,7,3,5,12,57,11.73,3,0,20.728
CS4,3,CS,CA3,5,2,4,5,45,12.305,2,0,34.142
CS4,3,CS,CA3,7,3,5,17,58,12.21,3,0,23.55
CS4,3,CS,CA3,12,5,8,19,102,12.496,4,1,23.899
CS4,3,CS,CA3,30,14,17,45,266,12.349,13,1,43.799
CS4,3,CS,CA3,13,6,8,19,113,12.049,6,0,30.314
CS4,3,CS,CA3,7,3,5,10,67,13.583,3,0,38.799
CS4,4,CS,CA3,14,6,9,20,136,13.78,5,1,39.79
CS4,4,CS,CA3,15,7,8,24,83,8.98,6,1,17.721
CS4,4,CS,CA3,9,4,6,10,77,11.925,4,0,46.042
CS4,4,CS,CA3,7,3,5,7,54,11.298,3,0,25.556
CS4,4,CS,CA3,5,2,4,7,57,16.217,2,0,26.142
CS4,4,CS,CA3,11,5,7,15,70,9.311,5,0,13.657
CS4,4,CS,CA3,44,21,20,75,265,9.775,18,1,20.728
CS4,4,CS,CA3,10,4,7,17,84,12.674,3,1,28.728
CS4,4,CS,CA3,24,12,12,33,229,13.16,12,0,35.799
CS4,4,CS,CA3,25,11,14,34,209,11.906,8,3,36.385
CS4,4,CS,CA3,10,4,7,13,134,17.205,3,1,42.385
CS4,4,CS,CA3,11,5,7,18,65,9.205,5,0,19.071
CS4,4,CS,CA3,27,13,15,39,213,11.557,13,0,23.142
CS4,4,CS,CA3,30,15,11,55,273,13.341,11,4,33.314
CS4,4,CS,CA3,5,2,4,5,58,15.568,2,0,30.556
CS4,1,CS,GD,19,9,8,35,124,10.681,6,3,23.799
CS4,1,CS,GD,1,0,2,0,12,14.657,0,0,14.657
CS4,1,CS,GD,9,4,6,13,105,15.304,4,0,29.728
CS4,1,CS,GD,11,5,7,15,115,13.682,5,0,26.314
CS4,1,CS,GD,1,0,2,0,10,13.899,0,0,13.899
CS4,1,CS,GD,3,1,3,1,11,5.633,1,0,9.657
CS4,1,CS,GD,3,1,3,4,20,9.357,1,0,20.828
CS4,1,CS,GD,1,0,2,0,11,14.485,0,0,14.485
CS4,1,CS,GD,28,14,12,61,201,11.382,10,3,50.456
CS4,1,CS,GD,8,3,6,12,118,19.753,2,1,88.184
CS4,1,CS,GD,44,21,18,82,316,11.353,15,5,33.213
CS4,1,CS,GD,51,25,23,90,347,10.595,21,4,23.476
CS4,1,CS,GD,8,3,6,12,111,18.98,2,1,39.042
CS4,1,CS,GD,14,6,9,15,135,13.791,5,1,26.314
CS4,1,CS,GD,8,4,4,11,112,17.976,4,0,65.527
CS4,2,CS,GD,31,15,15,48,242,11.375,13,2,35.556
CS4,2,CS,GD,10,3,8,19,93,13.267,1,1,43.728
CS4,2,CS,GD,49,24,22,88,343,10.74,21,2,22.243
CS4,2,CS,GD,13,6,8,21,105,11.989,6,0,21.485
CS4,2,CS,GD,20,10,10,28,150,11.036,10,0,30.627
CS4,2,CS,GD,25,12,12,36,175,10.457,10,2,31.799
CS4,2,CS,GD,15,7,9,17,164,14.34,7,0,44.385
CS4,2,CS,GD,45,23,16,76,318,10.836,18,5,36.456
CS4,2,CS,GD,35,18,14,62,228,10.188,16,2,22.071
CS4,2,CS,GD,14,6,8,23,96,11.125,5,0,36.728
CS4,2,CS,GD,16,8,7,20,101,9.269,7,1,18.657
CS4,2,CS,GD,20,9,11,33,132,10.303,8,0,19.314
CS4,2,CS,GD,5,2,4,6,72,18.685,2,0,27.071
CS4,2,CS,GD,7,3,5,12,74,14.43,3,0,26.657
CS4,2,CS,GD,5,2,4,8,54,15.651,2,0,30.971
CS4,3,CS,GD,9,4,6,14,59,10.304,4,0,36.799
CS4,3,CS,GD,9,4,6,11,83,12.979,4,0,22.142
CS4,3,CS,GD,6,2,5,10,38,10.433,1,1,29.556
CS4,3,CS,GD,7,3,5,10,28,6.769,3,0,11.243
CS4,3,CS,GD,14,7,7,23,113,12.007,7,0,22.314
CS4,3,CS,GD,20,9,12,33,171,12.681,8,1,33.385
CS4,3,CS,GD,7,3,5,12,56,11.479,3,0,25.728
CS4,3,CS,GD,7,3,5,6,61,12.036,3,0,29.385
CS4,3,CS,GD,5,2,4,8,74,19.168,2,0,43.971
CS4,3,CS,GD,22,10,12,34,195,12.561,8,2,34.485
CS4,3,CS,GD,7,3,5,9,87,16.653,3,0,43.87
CS4,3,CS,GD,83,44,26,168,539,10.384,36,8,24.485
CS4,3,CS,GD,72,37,29,126,444,9.869,33,4,43.284
CS4,3,CS,GD,6,2,4,15,62,16.438,1,0,32.385
CS4,3,CS,GD,23,11,13,33,168,10.586,11,0,29.385
CS4,4,CS,GD,15,7,8,26,73,8.072,6,1,19.071
CS4,4,CS,GD,5,2,4,7,30,9.077,2,0,13.071
CS4,4,CS,GD,3,1,3,3,10,5.552,1,0,6.828
CS4,4,CS,GD,13,6,8,20,141,14.567,6,0,32.385
CS4,4,CS,GD,28,14,12,50,241,12.535,12,2,28.162
CS4,4,CS,GD,13,5,9,24,80,9.767,3,2,17.899
CS4,4,CS,GD,7,3,5,10,37,8.149,3,0,10.414
CS4,4,CS,GD,6,2,5,10,64,15.288,1,1,22.307
CS4,4,CS,GD,7,3,4,8,35,7.518,2,1,19.071
CS4,4,CS,GD,19,9,9,37,167,13.099,7,2,25.971
CS4,4,CS,GD,18,8,11,27,127,10.505,7,1,26.314
CS4,4,CS,GD,17,8,10,26,119,10.257,8,0,32.314
CS4,4,CS,GD,11,4,8,19,105,13.813,2,2,28.142
CS4,4,CS,GD,29,14,14,53,183,9.748,12,2,20.071
CS4,4,CS,GD,51,24,26,92,302,9.615,20,4,19.728
CS5,1,CS,CA1,22,9,14,31,209,13.57,6,3,29.142
CS5,1,CS,CA1,3,1,3,3,44,18.266,1,0,37.556
CS5,1,CS,CA1,26,11,16,47,171,10.789,8,3,31.385
CS5,1,CS,CA1,28,13,16,43,226,11.551,12,1,30.485
CS5,1,CS,CA1,3,1,3,3,40,17.899,1,0,45.87
CS5,1,CS,CA1,14,6,9,17,123,12.803,5,1,28.385
CS5,1,CS,CA1,22,10,11,30,149,10.195,7,3,25.142
CS5,1,CS,CA1,26,12,15,42,238,12.839,11,1,33.721
CS5,1,CS,CA1,5,2,4,6,32,9.691,2,0,15.899
CS5,1,CS,CA1,9,4,6,16,55,9.549,4,0,20.142
CS5,1,CS,CA1,5,2,4,8,44,12.408,2,0,20.071
CS5,1,CS,CA1,8,3,6,12,69,12.872,2,1,27.071
CS5,1,CS,CA1,27,12,15,47,255,13.663,10,1,33.314
CS5,1,CS,CA1,8,3,6,12,74,13.453,2,1,22.307
CS5,1,CS,CA1,29,13,17,49,179,9.822,11,2,29.385
CS5,2,CS,CA1,20,9,12,35,153,11.559,8,1,28.142
CS5,2,CS,CA1,11,5,6,23,73,10.649,4,1,31.608
CS5,2,CS,CA1,8,3,6,11,55,10.594,2,1,26.142
CS5,2,CS,CA1,14,6,9,22,116,12.247,5,1,24.485
CS5,2,CS,CA1,12,5,8,20,115,13.67,4,1,39.556
CS5,2,CS,CA1,16,7,10,20,186,15.509,6,1,108.255
CS5,2,CS,CA1,11,5,7,15,102,12.92,5,0,36.728
CS5,2,CS,CA1,27,13,14,48,164,9.911,12,1,20.071
CS5,2,CS,CA1,9,4,6,14,74,11.898,4,0,17.899
CS5,2,CS,CA1,13,6,8,17,81,9.67,6,0,31.213
CS5,2,CS,CA1,9,4,6,14,78,12.02,4,0,21.485
CS5,2,CS,CA1,10,4,7,17,124,17.54,3,1,30.799
CS5,2,CS,CA1,13,6,8,20,121,13.334,6,0,30.728
CS5,2,CS,CA1,11,5,7,18,129,16.175,5,0,50.042
CS5,2,CS,CA1,5,2,4,7,56,15.32,2,0,29.799
CS5,3,CS,CA1,13,6,7,25,130,14.76,5,1,25.971
CS5,3,CS,CA1,15,7,9,18,87,9.289,7,0,19.556
CS5,3,CS,CA1,59,29,26,112,348,9.825,24,5,30.213
CS5,3,CS,CA1,5,2,4,6,37,10.277,2,0,15.657
CS5,3,CS,CA1,34,15,19,60,306,13.271,12,2,29.556
CS5,3,CS,CA1,48,23,25,67,445,13.187,21,2,34.971
CS5,3,CS,CA1,9,4,6,13,93,14.036,4,0,27.485
CS5,3,CS,CA1,18,8,11,29,194,15.216,7,1,55.177
CS5,3,CS,CA1,17,8,10,26,104,9.36,8,0,29.314
CS5,3,CS,CA1,9,4,6,12,69,11.074,4,0,40.385
CS5,3,CS,CA1,3,1,3,3,30,13.462,1,0,15.243
CS5,3,CS,CA1,5,2,4,6,62,16.52,2,0,30.728
CS5,3,CS,CA1,22,10,13,37,159,10.738,9,1,24.728
CS5,3,CS,CA1,1,0,2,0,41,49.456,0,0,49.456
CS5,3,CS,CA1,37,18,18,57,340,13.06,16,2,40.627
CS5,4,CS,CA1,7,3,5,9,57,11.894,3,0,23.728
CS5,4,CS,CA1,6,2,5,12,70,16.396,1,1,24.485
CS5,4,CS,CA1,20,9,11,28,158,11.731,7,2,37.213
CS5,4,CS,CA1,28,13,15,43,190,10.273,11,2,27.799
CS5,4,CS,CA1,3,1,3,4,42,18.209,1,0,41.385
CS5,4,CS,CA1,5,2,4,7,54,14.505,2,0,38.142
CS5,4,CS,CA1,22,11,11,30,138,9.221,11,0,23.728
CS5,4,CS,CA1,17,8,10,24,158,12.945,8,0,37.556
CS5,4,CS,CA1,4,1,4,4,51,17.485,0,1,23.728
CS5,4,CS,CA1,7,3,5,7,70,13.583,3,0,57.941
CS5,4,CS,CA1,7,3,5,8,82,16.151,3,0,30.971
CS5,4,CS,CA1,3,1,2,4,70,29.633,0,1,74.598
CS5,4,CS,CA1,3,1,3,3,128,50.685,1,0,77.77
CS5,4,CS,CA1,31,15,16,46,271,12.454,14,1,67.456
CS5,4,CS,CA1,22,10,13,40,254,16.16,9,1,41.799
CS5,1,CS,CA3,5,2,4,6,54,15.002,2,0,22.728
CS5,1,CS,CA3,12,4,9,19,193,21.731,1,3,69.841
CS5,1,CS,CA3,12,5,8,17,111,13.735,4,1,23.556
CS5,1,CS,CA3,23,11,13,38,179,11.559,11,0,28.799
CS5,1,CS,CA3,36,18,15,75,272,11.732,15,3,29.899
CS5,1,CS,CA3,10,4,7,15,131,17.591,3,1,53.106
CS5,1,CS,CA3,23,11,13,43,166,11.186,11,0,33.556
CS5,1,CS,CA3,11,5,7,12,99,12.504,5,0,29.142
CS5,1,CS,CA3,7,3,5,9,82,15.406,3,0,38.556
CS5,1,CS,CA3,14,7,7,26,117,12.347,7,0,36.556
CS5,1,CS,CA3,31,15,15,45,181,9.303,13,2,24.728
CS5,1,CS,CA3,38,18,21,60,279,10.834,17,1,24.556
CS5,1,CS,CA3,1,0,2,0,41,49.87,0,0,49.87
CS5,1,CS,CA3,7,3,5,10,46,9.73,3,0,36.142
CS5,1,CS,CA3,12,5,7,18,144,16.588,3,2,48.284
CS5,2,CS,CA3,19,10,8,33,171,13.042,10,0,29.485
CS5,2,CS,CA3,11,5,7,16,137,16.375,5,0,46.556
CS5,2,CS,CA3,17,8,10,20,116,9.699,8,0,20.899
CS5,2,CS,CA3,5,2,4,7,61,16.602,2,0,28.728
CS5,2,CS,CA3,3,1,3,3,43,18.209,1,0,31.485
CS5,2,CS,CA3,27,12,16,39,246,13.264,10,2,46.698
CS5,2,CS,CA3,11,5,7,16,100,12.748,5,0,28.385
CS5,2,CS,CA3,7,3,5,7,145,25.363,3,0,53.627
CS5,2,CS,CA3,3,1,3,3,34,14.657,1,0,18.071
CS5,2,CS,CA3,3,1,3,4,44,20.671,1,0,25.556
CS5,2,CS,CA3,5,2,4,7,65,16.954,2,0,22.485
CS5,2,CS,CA3,7,3,5,6,74,13.716,3,0,27.899
CS5,2,CS,CA3,40,19,19,74,307,11.853,15,4,47.621
CS5,2,CS,CA3,8,3,6,11,114,18.559,2,1,37.728
CS5,2,CS,CA3,3,1,3,4,39,16.657,1,0,23.243
CS5,3,CS,CA3,35,18,15,60,269,11.501,17,1,30.556
CS5,3,CS,CA3,9,4,6,12,160,23.164,4,0,57.87
CS5,3,CS,CA3,26,12,13,44,204,12.179,10,1,25.728
CS5,3,CS,CA3,18,9,9,31,229,17.683,9,0,57.87
CS5,3,CS,CA3,7,3,4,9,87,16.983,2,1,30.971
CS5,3,CS,CA3,3,1,3,3,52,23.004,1,0,45.284
CS5,3,CS,CA3,6,3,3,7,69,15.583,3,0,34.799
CS5,3,CS,CA3,6,2,5,9,68,16.094,1,1,34.042
CS5,3,CS,CA3,23,11,11,45,188,12.438,9,2,32.385
CS5,3,CS,CA3,11,5,7,19,130,15.898,5,0,31.071
CS5,3,CS,CA3,22,11,11,38,212,13.618,11,0,25.971
CS5,3,CS,CA3,15,7,8,16,135,12.577,6,1,38.385
CS5,3,CS,CA3,7,3,5,9,97,18.022,3,0,40.385
CS5,3,CS,CA3,15,7,8,24,121,11.243,6,1,35.556
CS5,3,CS,CA3,36,18,17,66,278,11.606,17,1,35.385
CS5,4,CS,CA3,4,2,2,7,49,17.253,2,0,44.042
CS5,4,CS,CA3,16,9,5,29,115,10.695,9,0,24.728
CS5,4,CS,CA3,5,2,4,4,67,17.368,2,0,32.971
CS5,4,CS,CA3,1,0,2,0,30,33.899,0,0,33.899
CS5,4,CS,CA3,11,5,7,15,131,16.213,5,0,29.456
CS5,4,CS,CA3,12,6,6,19,115,13.669,6,0,27.799
CS5,4,CS,CA3,9,4,6,7,79,11.768,4,0,30.142
CS5,4,CS,CA3,23,11,12,36,123,8.749,10,1,26.485
CS5,4,CS,CA3,14,7,7,22,132,13.186,7,0,24.728
CS5,4,CS,CA3,7,3,5,7,62,12.085,3,0,25.314
CS5,4,CS,CA3,8,3,6,12,98,17.067,2,1,29.799
CS5,4,CS,CA3,23,12,10,37,116,8.211,12,0,18.071
CS5,4,CS,CA3,9,4,6,14,107,16.309,4,0,53.527
CS5,4,CS,CA3,5,2,4,4,55,14.14,2,0,42.142
CS5,4,CS,CA3,26,12,14,48,190,11.315,10,2,32.971
CS5,1,CS,GD,19,9,11,28,149,11.363,9,0,27.971
CS5,1,CS,GD,14,6,8,17,158,15.226,5,0,32.971
CS5,1,CS,GD,28,14,14,40,191,10.348,14,0,25.556
CS5,1,CS,GD,18,8,11,29,173,13.642,7,1,58.627
CS5,1,CS,GD,3,1,3,4,65,27.337,1,0,44.042
CS5,1,CS,GD,11,5,7,13,79,10.227,5,0,25.657
CS5,1,CS,GD,9,4,6,16,79,12.427,4,0,18.314
CS5,1,CS,GD,14,6,8,22,147,14.672,4,2,72.527
CS5,1,CS,GD,22,9,14,34,169,11.243,6,3,23.314
CS5,1,CS,GD,9,4,6,11,89,12.89,4,0,28.899
CS5,1,CS,GD,35,16,19,56,321,13.361,13,3,39.971
CS5,1,CS,GD,7,3,5,12,77,15.391,3,0,38.627
CS5,1,CS,GD,29,14,14,45,208,10.894,12,2,22.142
CS5,1,CS,GD,6,3,3,7,91,20.423,3,0,42.042
CS5,1,CS,GD,7,3,5,10,106,19.746,3,0,49.213
CS5,2,CS,GD,17,8,9,26,143,12.604,7,1,22.556
CS5,2,CS,GD,6,2,5,12,69,16.457,1,1,29.385
CS5,2,CS,GD,32,16,14,55,184,9.292,14,2,26.657
CS5,2,CS,GD,15,7,9,21,163,14.611,7,0,55.213
CS5,2,CS,GD,22,10,11,39,178,12.165,7,3,35.87
CS5,2,CS,GD,36,19,14,54,246,10.296,18,1,21.485
CS5,2,CS,GD,12,5,8,18,141,15.939,4,1,30.657
CS5,2,CS,GD,8,3,6,14,65,11.98,2,1,23.556
CS5,2,CS,GD,1,0,2,0,38,42.314,0,0,42.314
CS5,2,CS,GD,1,0,2,0,33,41.456,0,0,41.456
CS5,2,CS,GD,3,1,3,4,37,16.209,1,0,18.657
CS5,2,CS,GD,1,0,2,0,55,63.456,0,0,63.456
CS5,2,CS,GD,28,14,12,53,217,12.004,12,2,39.284
CS5,2,CS,GD,9,4,6,10,107,16.179,4,0,39.213
CS5,2,CS,GD,13,6,8,15,91,10.285,6,0,24.971
CS5,3,CS,GD,6,2,5,9,89,19.829,1,1,37.385
CS5,3,CS,GD,1,0,2,0,13,15.243,0,0,15.243
CS5,3,CS,GD,25,12,13,39,199,11.64,11,1,28.971
CS5,3,CS,GD,33,17,15,47,246,10.782,17,0,26.556
CS5,3,CS,GD,16,7,10,24,158,14.049,6,1,26.556
CS5,3,CS,GD,12,6,6,17,147,16.845,6,0,35.456
CS5,3,CS,GD,12,5,7,19,63,8.546,3,2,29.728
CS5,3,CS,GD,1,0,2,0,15,18.899,0,0,18.899
CS5,3,CS,GD,3,1,3,4,26,12.6,1,0,18.071
CS5,3,CS,GD,5,2,4,4,27,7.628,2,0,13.071
CS5,3,CS,GD,5,2,4,4,72,18.699,2,0,35.799
CS5,3,CS,GD,17,8,10,25,168,14.358,8,0,49.113
CS5,3,CS,GD,29,13,16,54,277,13.778,11,1,61.87
CS5,3,CS,GD,20,9,12,27,194,14.295,8,1,35.799
CS5,3,CS,GD,7,3,5,7,81,16.042,3,0,37.042
CS5,4,CS,GD,7,3,5,5,46,9.396,3,0,19.485
CS5,4,CS,GD,11,5,7,18,55,8.349,5,0,15.414
CS5,4,CS,GD,7,3,5,8,47,9.79,3,0,17.071
CS5,4,CS,GD,16,7,8,32,121,11.887,4,3,36.971
CS5,4,CS,GD,3,1,3,3,46,20.176,1,0,21.142
CS5,4,CS,GD,7,3,5,10,78,15.036,3,0,26.071
CS5,4,CS,GD,8,3,6,10,77,13.518,2,1,19.899
CS5,4,CS,GD,11,5,7,17,96,12.249,5,0,36.385
CS5,4,CS,GD,9,3,7,13,103,16.269,1,2,30.556
CS5,4,CS,GD,5,2,4,5,33,9.857,2,0,14.657
CS5,4,CS,GD,12,5,8,18,76,9.759,4,1,20.677
CS5,4,CS,GD,10,4,7,18,58,9.457,3,1,24.899
CS5,4,CS,GD,12,5,8,21,79,10.141,4,1,23.091
CS5,4,CS,GD,24,11,14,38,243,14.43,10,1,38.213
CS5,4,CS,GD,30,16,10,50,287,13.508,14,2,40.799
CL1,1,CL,CA1,15,7,9,24,145,13.429,7,0,34.385
CL1,1,CL,CA1,1,0,2,0,35,40.142,0,0,40.142
CL1,1,CL,CA1,8,4,4,15,101,17.878,4,0,34.627
CL1,1,CL,CA1,1,0,2,0,27,32.971,0,0,32.971
CL1,1,CL,CA1,3,1,3,4,23,11.185,1,0,20.314
CL1,1,CL,CA1,8,3,6,11,55,10.789,2,1,18.657
CL1,1,CL,CA1,7,3,5,7,64,12.371,3,0,29.728
CL1,1,CL,CA1,3,1,3,4,35,16.095,1,0,21.314
CL1,1,CL,CA1,7,3,5,10,67,13.559,3,0,35.728
CL1,1,CL,CA1,14,6,9,22,121,12.519,5,1,28.721
CL1,1,CL,CA1,28,12,16,48,192,10.627,8,4,34.99
CL1,1,CL,CA1,11,5,7,13,76,9.992,5,0,20.314
CL1,1,CL,CA1,11,5,6,12,95,11.945,4,1,42.728
CL1,1,CL,CA1,7,3,5,10,119,22.195,3,0,42.042
CL1,1,CL,CA1,18,9,9,29,141,11.891,9,0,23.556
CL1,2,CL,CA1,10,4,7,17,45,7.876,3,1,17.657
CL1,2,CL,CA1,7,3,5,11,44,9.765,3,0,20.899
CL1,2,CL,CA1,3,1,3,4,37,17.095,1,0,33.385
CL1,2,CL,CA1,7,3,5,11,80,14.967,3,0,37.899
CL1,2,CL,CA1,8,3,5,15,63,12.372,1,2,38.213
CL1,2,CL,CA1,5,2,4,8,91,23.631,2,0,42.971
CL1,2,CL,CA1,14,6,9,24,110,11.631,5,1,26.893
CL1,2,CL,CA1,9,4,6,12,117,17.374,4,0,43.971
CL1,2,CL,CA1,14,6,9,18,113,11.484,5,1,19.728
CL1,2,CL,CA1,27,13,13,52,172,10.037,11,2,32.454
CL1,2,CL,CA1,9,4,6,11,74,11.473,4,0,31.385
CL1,2,CL,CA1,30,14,16,45,198,10.073,12,2,26.657
CL1,2,CL,CA1,29,14,13,54,227,11.604,11,3,29.304
CL1,2,CL,CA1,13,5,9,25,60,8.502,3,2,22.851
CL1,2,CL,CA1,1,0,2,0,13,17.728,0,0,17.728
CL1,3,CL,CA1,17,8,9,28,95,8.864,7,1,38.385
CL1,3,CL,CA1,11,5,6,16,103,13.54,4,1,39.627
CL1,3,CL,CA1,41,20,19,70,232,9.322,17,3,22.55
CL1,3,CL,CA1,6,3,3,9,76,16.876,3,0,40.971
CL1,3,CL,CA1,21,10,12,37,157,11.115,10,0,41.556
CL1,3,CL,CA1,17,8,10,27,164,13.996,8,0,34.971
CL1,3,CL,CA1,26,12,15,36,156,9.341,11,1,19.899
CL1,3,CL,CA1,11,5,7,13,89,10.97,5,0,28.142
CL1,3,CL,CA1,9,4,6,12,81,12.086,4,0,31.071
CL1,3,CL,CA1,6,2,5,9,98,21.123,1,1,34.728
CL1,3,CL,CA1,3,1,3,5,26,12.657,1,0,15.899
CL1,3,CL,CA1,3,1,3,3,23,11.266,1,0,26.556
CL1,3,CL,CA1,5,2,4,6,52,14.188,2,0,27.556
CL1,3,CL,CA1,6,2,5,8,131,28.221,1,1,38.792
CL1,3,CL,CA1,3,1,3,4,53,22.014,1,0,35.314
CL1,4,CL,CA1,1,0,2,0,12,15.071,0,0,15.071
CL1,4,CL,CA1,3,1,3,3,26,11.576,1,0,19.243
CL1,4,CL,CA1,3,1,3,4,66,28.418,1,0,37.728
CL1,4,CL,CA1,1,0,2,0,20,26.385,0,0,26.385
CL1,4,CL,CA1,11,5,6,13,80,10.844,4,1,30.792
CL1,4,CL,CA1,21,10,10,35,107,8.642,8,2,20.071
CL1,4,CL,CA1,5,2,4,7,46,12.691,2,0,19.485
CL1,4,CL,CA1,1,0,2,0,21,24.485,0,0,24.485
CL1,4,CL,CA1,9,4,6,11,78,12.792,4,0,26.556
CL1,4,CL,CA1,16,8,8,24,151,12.736,8,0,38.314
CL1,4,CL,CA1,3,1,3,3,13,7.381,1,0,14.314
CL1,4,CL,CA1,1,0,2,0,19,23.314,0,0,23.314
CL1,4,CL,CA1,15,7,8,25,115,11.877,6,1,22.142
CL1,4,CL,CA1,17,8,9,29,117,10.843,7,1,25.385
CL1,4,CL,CA1,27,13,15,41,185,10.189,13,0,26.971
CL1,1,CL,CA3,3,1,3,3,25,11.519,1,0,15.899
CL1,1,CL,CA3,19,9,10,28,156,11.867,8,1,50.456
CL1,1,CL,CA3,11,4,8,16,110,14.332,2,2,30.314
CL1,1,CL,CA3,5,2,4,7,45,12.54,2,0,25.485
CL1,1,CL,CA3,13,6,7,21,123,13.482,5,1,31.142
CL1,1,CL,CA3,30,14,17,55,208,10.816,13,1,20.728
CL1,1,CL,CA3,21,11,9,28,156,10.796,11,0,28.142
CL1,1,CL,CA3,12,5,8,21,105,12.733,4,1,29.899
CL1,1,CL,CA3,38,19,17,63,243,10.05,17,2,31.556
CL1,1,CL,CA3,21,10,11,29,143,10.143,9,1,22.657
CL1,1,CL,CA3,37,17,15,74,223,10.012,10,6,39.142
CL1,1,CL,CA3,5,2,4,7,43,11.76,2,0,24.728
CL1,1,CL,CA3,1,0,2,0,11,14.071,0,0,14.071
CL1,1,CL,CA3,7,3,5,8,42,8.992,3,0,16.071
CL1,1,CL,CA3,12,5,7,17,122,14.645,3,2,43.961
CL1,2,CL,CA3,20,10,10,23,176,12.492,10,0,27.142
CL1,2,CL,CA3,21,10,12,33,190,12.949,10,0,48.042
CL1,2,CL,CA3,32,16,14,58,179,9.283,14,2,23.314
CL1,2,CL,CA3,32,15,17,47,188,9.129,14,0,19.657
CL1,2,CL,CA3,6,2,5,10,67,15.335,1,1,43.437
CL1,2,CL,CA3,8,4,4,7,86,14.248,4,0,37.042
CL1,2,CL,CA3,3,1,3,1,33,13.795,1,0,26.728
