Animal,Corte,Grupo,Region,Mean Foreground Pixels,Density = Foreground Pixels/Hull Area,Span Ratio,Maximum Span Across Hull,Area,Perimeter,Circularity,Width of Bounding Rectangle,Height of Bounding Rectangle,Maximum Radius from Hull's Centre of Mass,Max/Min Radii,CV for all Radii,Mean Radius,Diameter of Bounding Circle,Maximum Radius from Circle's Centre,Max/Min Radii from Circle Centre,CV for all Radii from Circle's Centre,Mean Radius from Circle's Centre,Method Used to Calculate Circle
CS3,1,CS,CA3,975,0.8139,1.1614,47.0106,1198,131.9234,0.865,45,42,29.1645,1.6334,0.1538,23.1065,47.3211,23.6606,1.5069,0.1193,21.6937,triangle
CS3,1,CS,CA3,1662,0.6983,1.4232,72.2011,2380,186.8922,0.8563,52,66,40.0058,1.6364,0.1735,33.2476,72.2068,36.1034,1.5406,0.1376,31.8817,triangle
CS3,1,CS,CA3,1640,0.5985,2.3521,94.0213,2740,221.4845,0.7019,56,88,52.3818,2.6443,0.2241,39.6694,94.0213,47.0106,4.1231,0.2172,40.2371,span
CS3,1,CS,CA3,1142,0.7076,1.6222,58.4209,1614,157.694,0.8156,58,44,31.3573,1.5898,0.1391,27.4052,58.423,29.2115,1.6489,0.1206,27.2437,span
CS3,1,CS,CA3,1431,0.4098,2.1043,114.4945,3492,270.8813,0.598,80,105,68.1943,2.0064,0.2522,50.8616,114.4945,57.2473,1.6069,0.1283,52.8066,span
CS3,1,CS,CA3,699,0.8927,1.2391,36.7151,783,104.2107,0.906,33,35,22.0556,1.7374,0.1827,16.993,36.7607,18.3804,1.2924,0.0723,17.4326,span
CS3,1,CS,CA3,1519,0.4345,1.7858,100.6032,3496,240.4701,0.7597,100,59,52.6689,1.7876,0.2053,42.4459,100.6032,50.3016,1.9343,0.1959,42.8454,span
CS3,1,CS,CA3,1143,0.8575,2.1581,64.622,1333,150.5589,0.739,60,34,34.9882,2.5825,0.2729,26.1067,64.622,32.311,2.1541,0.2565,25.8425,span
CS3,1,CS,CA3,1038,0.8284,1.6055,53,1253,135.925,0.8522,44,47,27.9653,2.2686,0.1677,23.0066,53,26.5,1.9684,0.1576,22.4479,span
CS3,1,CS,CA3,876,0.8957,1.1925,40.7063,978,116.0471,0.9126,35,39,28.1717,2.2529,0.2853,20.3271,40.9957,20.4978,1.2399,0.0715,19.1516,span
CS3,1,CS,CA3,715,0.6518,1.4418,45.7056,1097,127.8824,0.8429,45,43,27.0662,1.571,0.148,21.4352,45.9962,22.9981,1.2396,0.0654,21.6547,span
CS3,1,CS,CA3,862,0.9504,1.5129,44.0454,907,114.2856,0.8726,38,33,29.5153,2.4917,0.3267,19.8541,44.0454,22.0227,1.5572,0.1498,18.7366,span
CS3,2,CS,CA3,1468,0.6522,1.966,78.0064,2251,192.6721,0.762,61,65,39.9571,1.6034,0.1592,32.8413,78.0064,39.0032,1.3954,0.1246,33.3823,span
CS3,2,CS,CA3,2169,0.7373,1.6109,83.863,2942,215.0672,0.7993,52,85,44.228,2.1155,0.1742,36.7272,83.863,41.9315,3.808,0.1773,38.0749,span
CS3,2,CS,CA3,1158,0.5776,1.588,68.0294,2005,175.4024,0.8189,47,70,35.0482,1.4589,0.1336,30.2755,68.0368,34.0184,1.4826,0.1402,29.7053,span
CS3,2,CS,CA3,892,0.9121,2.3698,56.0803,978,130.7409,0.719,56,28,28.9843,2.3952,0.235,22.7908,56.0803,28.0401,2.2361,0.2347,23.0058,span
CS3,2,CS,CA3,1305,0.4341,2.6991,105.5462,3006,251.4975,0.5972,58,106,64.1219,2.529,0.2607,45.5834,106.0211,53.0106,2.794,0.2671,45.021,triangle
CS3,2,CS,CA3,1420,0.3711,1.9687,113.3578,3826,268.5002,0.6669,76,93,60.285,1.9164,0.221,46.7569,113.3578,56.6789,2.4891,0.2218,48.5118,span
CS3,2,CS,CA3,867,0.845,1.4562,47.4342,1026,121.3102,0.8761,45,34,28.1561,1.8604,0.1989,20.1014,47.4342,23.7171,1.973,0.194,19.5654,span
CS3,2,CS,CA3,661,0.6663,1.3076,43.7379,992,122.2713,0.8338,40,45,22.7271,1.3572,0.079,20.6751,43.8135,21.9067,1.2655,0.0757,20.4965,span
CS3,2,CS,CA3,939,0.6731,1.7023,61.131,1395,153.7331,0.7417,61,41,34.654,1.6768,0.1602,26.7291,61.131,30.5655,1.8066,0.142,27.5223,span
CS3,2,CS,CA3,1689,0.4866,2.2793,112.2943,3471,251.3543,0.6904,109,54,58.618,2.4702,0.2807,42.6381,112.2943,56.1471,2.5721,0.2784,42.7056,span
CS3,2,CS,CA3,875,0.8901,1.7724,46.0435,983,124.5741,0.796,43,31,28.7874,1.7507,0.1768,22.512,46.1795,23.0897,1.4137,0.0812,21.7731,span
CS3,2,CS,CA3,1419,0.6684,1.5482,66.7608,2123,178.6265,0.8361,64,58,40.0481,2.0486,0.2337,31.2807,66.7764,33.3882,2.5511,0.1523,30.4014,triangle
CS3,2,CS,CA3,486,0.7064,2.696,51.4782,688,116.8456,0.6332,45,34,28.3071,3.9937,0.276,21.6191,51.4782,25.7391,2.4267,0.2463,21.1221,span
CS3,2,CS,CA3,1070,0.9511,1.8312,54.1295,1125,131.9086,0.8125,49,37,32.7315,2.494,0.28,21.4923,54.1369,27.0684,2.0568,0.2111,21.509,span
CS3,2,CS,CA3,2293,0.5378,1.2543,94.1541,4264,248.7703,0.8658,72,84,50.1354,1.4203,0.1281,42.4202,94.1541,47.0771,1.4297,0.1105,42.3488,span
CS3,3,CS,CA3,1135,0.7089,1.8412,62.3939,1601,160.1037,0.7849,35,64,32.8404,1.9359,0.1995,27.3578,62.861,31.4305,2.3743,0.195,27.1742,triangle
CS3,3,CS,CA3,575,1.0379,1.0441,28.2312,554,85.3723,0.9552,27,28,22.4301,4.5766,0.3872,16.1962,29.1374,14.5687,1.1443,0.0446,13.8266,triangle
CS3,3,CS,CA3,2186,0.4458,1.7187,111.6647,4904,288.2246,0.7418,99,89,59.2594,1.9383,0.1777,49.9653,111.6647,55.8323,2.4717,0.1634,51.3028,span
CS3,3,CS,CA3,1277,0.6714,2.3306,79.0759,1902,186.2594,0.6889,35,80,41.9534,2.3079,0.2382,32.4121,79.0759,39.538,2.2894,0.1804,33.4544,span
CS3,3,CS,CA3,1653,0.4845,1.598,86.122,3412,227.3439,0.8296,56,86,45.5944,1.5334,0.1356,38.4246,86.122,43.061,1.5156,0.1258,38.8328,span
CS3,3,CS,CA3,1372,0.504,1.621,78.8543,2722,209.1227,0.7822,61,79,43.861,1.7452,0.1327,36.1806,80.1591,40.0796,1.7931,0.1496,36.2989,triangle
CS3,3,CS,CA3,1095,0.7409,1.6234,59.3043,1478,152.1921,0.8019,38,61,33.757,1.7096,0.1801,26.689,59.8182,29.9091,1.5929,0.1679,25.9547,triangle
CS3,3,CS,CA3,369,0.7851,1.6307,32.0156,470,83.7349,0.8424,31,22,19.0712,2.2663,0.2262,14.8351,32.0156,16.0078,1.4598,0.1314,13.8635,span
CS3,3,CS,CA3,1595,0.5892,1.3881,75.3923,2707,201.5547,0.8374,71,60,45.2993,2.0789,0.2043,32.4023,75.6801,37.8401,2.7094,0.1545,34.7678,triangle
CS3,3,CS,CA3,2861,0.7764,1.225,80.5295,3685,227.725,0.8929,74,73,46.5314,1.7108,0.15310000000000001,38.1123,82.2185,41.1093,1.3748,0.1238,36.8626,span
CS3,3,CS,CA3,1892,0.6843,1.0623,66.8506,2765,197.5178,0.8906,62,66,38.5333,1.3945,0.1106,32.8126,68.812,34.406,1.1986,0.0658,32.3173,triangle
CS3,3,CS,CA3,1758,0.6077,1.1485,73.3485,2893,203.0682,0.8816,72,68,40.1096,1.6111,0.123,33.2995,73.6854,36.8427,1.2943,0.098,32.7347,span
CS3,3,CS,CA3,1777,0.5393,1.7184,97.0052,3295,244.32,0.6937,82,80,55.7533,2.7918,0.2355,41.9829,97.1742,48.5871,7.8438,0.2289,44.3313,span
CS3,3,CS,CA3,414,0.7709,2.4026,44.2041,537,101.8286,0.6508,35,31,26.1044,2.9883,0.2878,17.9122,44.2041,22.102,2.5958,0.2348,18.0654,span
CS3,3,CS,CA3,1335,0.7913,2.1238,79.1581,1687,181.6608,0.6424,79,36,41.8456,3.0131,0.2263,32.7788,79.1581,39.579,3.4384,0.2223,33.2759,span
CS3,4,CS,CA3,1720,0.4171,2.0548,113.4637,4124,266.2242,0.7312,105,66,58.2447,1.8298,0.19,49.1661,113.4637,56.7318,1.846,0.1668,49.593,span
CS3,4,CS,CA3,2966,0.3832,1.6194,130.6484,7741,339.6526,0.8432,125,96,71.6715,1.4657,0.1331,59.1957,130.6484,65.3242,1.41,0.0938,59.3899,span
CS3,4,CS,CA3,2361,0.502,2.9423,143,4703,317.1572,0.5875,72,134,72.3918,2.1585,0.234,57.5362,143,71.5,2.3896,0.2467,57.0931,span
CS3,4,CS,CA3,2363,0.3898,2.0699,130.9695,6062,314.7343,0.769,127,81,66.0201,2.0478,0.1887,56.0324,130.9695,65.4847,2.415,0.2144,55.8698,span
CS3,4,CS,CA3,1513,0.4356,1.7898,97.2677,3473,241.3196,0.7494,94,69,54.5358,2.0667,0.2172,39.7758,97.2681,48.6341,1.8083,0.1798,42.741,triangle
CS3,4,CS,CA3,482,0.727,2.4157,50.4777,663,112.4651,0.6587,42,31,29.8843,3.5206,0.3648,17.9541,50.4777,25.2389,2.4514,0.3003,18.2591,span
CS3,4,CS,CA3,449,0.7049,1.6457,38.0789,637,100.6458,0.7902,35,34,21.2922,1.5103,0.1462,17.9151,38.2205,19.1103,2.1185,0.2245,16.4349,triangle
CS3,4,CS,CA3,1242,0.5842,1.6408,67.1863,2126,184.0702,0.7885,59,67,38.2788,1.4697,0.1107,31.735,68.9465,34.4733,1.5764,0.1151,31.5664,triangle
CS3,4,CS,CA3,1251,0.5876,2.0124,85.9826,2129,204.3058,0.6409,73,59,46.5726,2.3217,0.2609,36.9649,85.9826,42.9913,1.4242,0.112,38.6482,span
CS3,4,CS,CA3,1029,0.734,2.2566,68.4471,1402,159.8026,0.6899,62,42,40.1165,2.4743,0.2589,29.0261,68.4485,34.2243,2.0185,0.1876,28.7796,triangle
CS3,4,CS,CA3,1951,0.5061,2.0268,109.444,3855,262.4708,0.7032,107,59,58.1518,1.9305,0.2162,45.8551,109.444,54.722,2.0472,0.1516,47.7958,span
CS3,4,CS,CA3,1067,0.7214,2.8051,77.4661,1479,176.498,0.5966,29,78,41.5215,2.6972,0.2821,30.9397,77.4661,38.7331,2.0464,0.2347,31.9637,span
CS3,4,CS,CA3,630,0.9953,1.5545,37.2156,633,95.1553,0.8785,24,39,26.442,2.6368,0.3333,16.9322,37.2292,18.6146,2.0295,0.1811,15.1516,triangle
CS3,4,CS,CA3,1050,0.5896,1.3431,61.3922,1781,164.5743,0.8263,60,47,33.2124,1.3703,0.0886,28.4686,61.6484,30.8242,1.4511,0.1004,28.7231,triangle
CS3,4,CS,CA3,780,0.86,2.2034,52.3259,907,123.6949,0.7449,32,50,27.6267,2.1732,0.1788,23.1162,52.3259,26.163,1.9261,0.1788,22.6242,span
CS3,1,CS,GD,630,0.8422,2.3241,49.366,748,114.3463,0.7189,22,51,26.0672,2.2967,0.2505,19.4584,49.366,24.683,2.7383,0.26,19.8711,span
CS3,1,CS,GD,1129,0.8158,2.1375,61.6604,1384,148.6327,0.7873,30,63,32.4658,1.9795,0.1919,25.6306,61.6604,30.8302,2.0953,0.1983,25.4437,span
CS3,1,CS,GD,1515,0.7579,4.9564,112.681,1999,243.664,0.4231,70,98,60.2756,4.2375,0.3648,42.837,112.6839,56.342,4.2376,0.3496,43.3433,span
CS3,1,CS,GD,960,0.6882,1.879,63.0317,1395,152.0226,0.7585,47,49,34.7356,2.3736,0.2504,25.6613,63.0357,31.5179,2.108,0.2282,25.9893,span
CS3,1,CS,GD,677,0.5297,1.1803,45.607,1278,133.4888,0.9013,45,45,24.8985,1.2451,0.0655,23.1054,46.2601,23.13,1.1429,0.0414,22.1739,triangle
CS3,1,CS,GD,1446,0.4361,1.4697,82.365,3316,217.127,0.8839,74,71,43.9384,1.5807,0.1317,35.7368,82.365,41.1825,1.3938,0.1031,35.5329,span
CS3,1,CS,GD,430,0.8301,1.7829,36.4005,518,93.27,0.7483,21,37,19.4889,1.5748,0.1355,16.0163,36.6974,18.3487,2.0519,0.1784,16.1484,span
CS3,1,CS,GD,1555,0.5218,2.1842,95.0474,2980,236.0197,0.6722,95,55,59.7977,2.3121,0.2846,41.6864,96.2254,48.1127,2.5285,0.273,40.4995,triangle
CS3,1,CS,GD,499,0.9122,1.3983,32.8024,547,88.058,0.8865,26,30,20.8142,2.2807,0.2861,15.096,32.9262,16.4631,1.5181,0.129,14.3246,triangle
CS3,1,CS,GD,1569,0.6314,2.0765,90.4489,2485,212.45,0.6919,41,92,47.0446,2.6324,0.2651,35.1062,90.4489,45.2244,5.8263,0.2571,36.1278,span
CS3,1,CS,GD,1465,0.3874,1.2336,90.9725,3782,252.2865,0.7467,79,80,51.8128,1.8727,0.1854,41.975,95.9419,47.9709,2.0673,0.2113,41.6435,triangle
CS3,1,CS,GD,715,0.8392,1.8147,47.0425,852,115.6059,0.8011,47,28,26.5005,1.8259,0.1784,19.7148,47.0425,23.5213,2.0151,0.1652,20.0163,span
CS3,1,CS,GD,1217,0.8119,2.211,68.6804,1499,159.1407,0.7438,34,68,38.1539,2.4599,0.2487,27.1945,68.6804,34.3402,2.2389,0.2625,27.332,span
CS3,1,CS,GD,1357,0.6012,1.5929,76.0592,2257,189.7726,0.7875,53,71,40.0132,1.7759,0.1998,31.8512,76.0592,38.0296,2.7571,0.2599,32.0399,span
CS3,1,CS,GD,505,0.4912,1.0562,45.2769,1028,130.2435,0.7615,41,41,25.605,1.4503,0.133,22.1298,48.243,24.1215,1.2755,0.0963,22.2296,span
CS3,2,CS,GD,911,0.4269,1.809,73.6614,2134,186.2387,0.7732,58,65,38.7699,1.4508,0.1407,31.9353,73.7947,36.8974,1.7265,0.1624,32.9518,span
CS3,2,CS,GD,1116,0.4703,2.5676,88.4081,2373,212.5397,0.6601,70,73,46.2362,2.4222,0.2808,37.0072,88.4081,44.2041,2.1831,0.2546,36.9181,span
CS3,2,CS,GD,603,0.9334,2.2798,44.9444,646,104.3118,0.7461,39,30,27.6416,2.7101,0.2731,19.2814,44.9444,22.4722,2.2036,0.2216,18.1047,span
CS3,2,CS,GD,721,0.8666,1.7526,45.1774,832,111.1533,0.8462,28,43,25.8919,2.3631,0.2451,18.4922,45.1774,22.5887,1.8552,0.2115,17.8672,span
CS3,2,CS,GD,452,1.0415,1.2071,26.6271,434,76.7099,0.9268,25,23,20.55,6.2048,0.4478,13.6922,26.9189,13.4595,1.3931,0.0834,12.5,triangle
CS3,2,CS,GD,2071,0.4648,1.5372,109.0183,4456,269.9872,0.7682,69,94,58.0923,1.8089,0.2016,44.3456,109.0183,54.5092,2.2947,0.17,47.873,span
CS3,2,CS,GD,1141,0.5716,1.5434,69.1231,1996,173.7253,0.8311,67,48,36.4404,1.5558,0.1416,30.2671,69.1231,34.5615,1.3678,0.125,29.9799,span
